ensembl_transcript_id_version,cds_length,percentage_gene_gc_content,gene
ENST00000416188.2,4950,56.31,PHRF1
ENST00000416188.2,4950,56.34,PHRF1
ENST00000370631.3,1440,44.74,PI4K2A
ENST00000249636.10,1956,38.06,PIAS1
ENST00000392055.7,654,38.63,PID1
ENST00000333590.5,1455,39.52,PIGA
ENST00000361778.6,3270,52.51,PIGO
ENST00000360525.8,405,40.98,PIGP
ENST00000217446.7,1308,44.54,PIGU
ENST00000078527.8,1482,47.96,PIGV
ENST00000392391.7,777,45.36,PIGX
ENST00000527353.1,216,44.22,PIGY
ENST00000280350.8,948,40.01,PIH1D2
ENST00000433979.5,4461,35.66,PIK3C2G
ENST00000447110.5,2643,47.52,PIK3R5
ENST00000619866.4,2265,46.61,PIK3R6
ENST00000247970.8,492,56.32,PIN1
ENST00000619039.4,1251,49.36,PIP4K2B
ENST00000619039.4,1251,49.36,PIP4K2B
ENST00000250489.8,855,50.54,PIP4P1
ENST00000250489.8,834,50.54,PIP4P1
ENST00000335312.7,2007,60.55,PIP5K1C
ENST00000320201.8,4050,51.5,PITPNM2
ENST00000644580.1,1059,39.63,PJVK
ENST00000262304.8,12912,63.1,PKD1
ENST00000289672.6,8550,44.1,PKD1L1
ENST00000337114.8,7379,49.62,PKD1L2
ENST00000620267.1,5199,43.54,PKD1L3
ENST00000508883.5,1875,39.33,PKD2L2
ENST00000367324.7,2181,52.25,PKP1
ENST00000340811.8,2514,40.78,PKP2
ENST00000389759.7,3579,38.59,PKP4
ENST00000438167.7,498,47.91,PLA2G10
ENST00000438167.7,498,47.68,PLA2G10
ENST00000375102.3,636,56.01,PLA2G2F
ENST00000278655.8,3621,39.29,PLCB4
ENST00000334661.4,2271,53.84,PLCD1
ENST00000371380.7,6909,41.12,PLCE1
ENST00000460012.6,5058,39.53,PLCH1
ENST00000636933.1,1026,39.37,PLCXD2
ENST00000328457.5,966,37.33,PLCXD3
ENST00000392593.8,1521,61.65,PLD4
ENST00000536534.6,1611,40.38,PLD5
ENST00000368990.7,1215,36.67,PLEKHA1
ENST00000637938.1,4884,49.1,PLEKHG4B
ENST00000377728.7,3021,58.77,PLEKHG5
ENST00000589097.5,450,61.63,PLEKHJ1
ENST00000308192.13,2433,40.45,PLG
ENST00000398250.5,816,42.25,PLPP4
ENST00000381883.4,888,47.66,PLPP6
ENST00000370185.7,2148,36.13,PLPPR4
ENST00000393409.2,5691,62.29,PLXNA1
ENST00000324093.8,5778,58.3,PLXND1
ENST00000316660.6,165,39.61,PMAIP1
ENST00000441310.6,2799,36.81,PMS1
ENST00000340888.7,1032,56.62,PNCK
ENST00000591655.3,1410,44.13,PNLIPRP2
ENST00000591655.3,1410,44.12,PNLIPRP2
ENST00000421798.4,1200,66.45,PNMA6A
ENST00000617053.2,615,51.2,PNMA8C
ENST00000361505.9,987,44.72,PNP
ENST00000361505.9,870,44.72,PNP
ENST00000216177.8,1290,57.39,PNPLA5
ENST00000642017.1,786,50.7,PNPO
ENST00000312553.9,1842,56.03,PODN
ENST00000349485.9,1290,52.95,POFUT2
ENST00000367876.8,1830,46.98,POGK
ENST00000379068.7,4407,38.8,POLA1
ENST00000320574.9,6861,50.85,POLE
ENST00000372236.8,2142,43.62,POLH
ENST00000579534.5,2223,36.4,POLI
ENST00000241436.8,2613,36.83,POLK
ENST00000263331.9,3408,42.07,POLR1B
ENST00000617998.5,5913,49.69,POLR2A
ENST00000617998.5,5913,49.69,POLR2A
ENST00000456318.5,453,52.78,POLR2H
ENST00000292614.9,354,54.98,POLR2J
ENST00000333432.8,348,53.48,POLR2J2
ENST00000627934.2,3750,46.19,POM121
ENST00000444565.1,3108,42.8,POM121L2
ENST00000423007.5,2178,53.4,POMT1
ENST00000261534.8,2253,47.08,POMT2
ENST00000310842.8,564,49.27,POMZP3
ENST00000310842.8,752,49.24,POMZP3
ENST00000326194.10,1386,51.7,PORCN
ENST00000439682.1,1635,36.7,POTEB
ENST00000439682.1,1632,36.36,POTEB
ENST00000611217.4,1746,37.78,POTEB3
ENST00000611217.4,1746,37.83,POTEB3
ENST00000611217.4,1746,36.93,POTEB3
ENST00000358970.9,1629,38.01,POTEC
ENST00000299443.5,1755,38.06,POTED
ENST00000451531.6,3228,38.56,POTEI
ENST00000409602.1,3117,37.55,POTEJ
ENST00000333640.11,1836,50.3,POU6F1
ENST00000518318.6,2163,39.45,POU6F2
ENST00000262735.9,1407,46.4,PPARA
ENST00000361511.8,1962,41.71,PPEF1
ENST00000253925.11,3729,44.98,PPFIA1
ENST00000253925.11,3609,45.09,PPFIA1
ENST00000549396.5,3774,34.5,PPFIA2
ENST00000577856.2,495,45.79,PPIAL4A
ENST00000577856.2,495,45.79,PPIAL4A
ENST00000585245.2,495,46.32,PPIAL4C
ENST00000544708.2,495,46.18,PPIAL4D
ENST00000581164.1,495,46.05,PPIAL4E
ENST00000581138.3,495,47.12,PPIAL4F
ENST00000581138.3,495,46.05,PPIAL4F
ENST00000419275.2,495,46.09,PPIAL4G
ENST00000584068.3,495,45.92,PPIAL4H
ENST00000300026.3,651,52.77,PPIB
ENST00000324379.9,906,45.04,PPIE
ENST00000521072.6,936,42.9,PPIL6
ENST00000305921.7,1818,40.99,PPM1D
ENST00000309276.10,1518,57.74,PPM1J
ENST00000451287.6,1293,54.84,PPM1N
ENST00000358506.6,984,38.98,PPP1CB
ENST00000299174.9,438,46.64,PPP1R14D
ENST00000405617.3,1077,53.61,PPP1R3G
ENST00000261475.9,1362,42.2,PPP2R3C
ENST00000360663.9,1575,38.91,PPP3CB
ENST00000240139.9,1539,39.2,PPP3CC
ENST00000651357.1,513,44,PPP3R2
ENST00000400556.7,2853,39.14,PPP4R1
ENST00000373547.8,918,42.35,PPP6C
ENST00000642050.1,921,43.84,PPT1
ENST00000225992.7,288,60.67,PPY
ENST00000357726.4,1452,49.99,PRAMEF12
ENST00000624297.2,1440,51.86,PRAMEF18
ENST00000624297.2,1440,49.74,PRAMEF18
ENST00000624297.2,1440,49.51,PRAMEF18
ENST00000624297.2,1440,49.39,PRAMEF18
ENST00000376101.3,1440,49.22,PRAMEF19
ENST00000316412.9,1428,47.5,PRAMEF20
ENST00000624207.1,1437,48.32,PRAMEF26
ENST00000624207.1,1437,47.47,PRAMEF26
ENST00000624207.1,1437,47.47,PRAMEF26
ENST00000436041.5,1437,48.08,PRAMEF27
ENST00000436041.5,1437,48.1,PRAMEF27
ENST00000436041.5,1437,48.08,PRAMEF27
ENST00000622421.2,1431,47.48,PRAMEF5
ENST00000622421.2,1431,47.59,PRAMEF5
ENST00000622421.2,1431,47.48,PRAMEF5
ENST00000622421.2,1431,47.48,PRAMEF5
ENST00000616979.4,1425,49.93,PRAMEF7
ENST00000616979.4,1425,50.06,PRAMEF7
ENST00000357367.6,1425,50,PRAMEF8
ENST00000357367.6,1425,50,PRAMEF8
ENST00000357367.6,1425,50,PRAMEF8
ENST00000357367.6,1425,49.88,PRAMEF8
ENST00000415919.2,1437,47.83,PRAMEF9
ENST00000415919.2,1437,48.05,PRAMEF9
ENST00000415919.2,1437,48.13,PRAMEF9
ENST00000415919.2,1437,47.82,PRAMEF9
ENST00000546254.3,993,45.95,PRB1
ENST00000546254.3,597,45.95,PRB1
ENST00000546254.3,1806,48.56,PRB1
ENST00000538488.2,1056,46.23,PRB3
ENST00000538488.2,1056,46.55,PRB3
ENST00000279575.5,744,44.8,PRB4
ENST00000279575.5,744,44.73,PRB4
ENST00000360871.7,3471,43.52,PRDM10
ENST00000369215.4,2124,51.03,PRDM13
ENST00000269844.4,3426,51.21,PRDM15
ENST00000264808.7,1893,37.44,PRDM5
ENST00000449207.7,1479,44.12,PRDM7
ENST00000296682.3,2685,37.92,PRDM9
ENST00000296682.3,2685,37.92,PRDM9
ENST00000543626.4,564,36.48,PRH1
ENST00000543626.4,564,36.54,PRH1
ENST00000458694.5,1155,55.24,PRICKLE4
ENST00000397128.6,1680,37.75,PRKAA1
ENST00000377276.4,1056,56.27,PRKACG
ENST00000439262.6,1470,52.42,PRKAG3
ENST00000332981.10,2052,42.48,PRKCH
ENST00000331968.10,2739,37.08,PRKD1
ENST00000314191.6,12387,41.93,PRKDC
ENST00000264399.5,2289,37.17,PRKG2
ENST00000241808.8,309,59.74,PRM2
ENST00000234071.7,1386,57.68,PROC
ENST00000303786.4,1182,46.47,PROKR1
ENST00000217270.3,1155,46.21,PROKR2
ENST00000394236.8,2031,38.89,PROS1
ENST00000396908.8,2175,53.86,PROSER3
ENST00000498508.6,2214,41.17,PROX1
ENST00000556489.3,1779,45.31,PROX2
ENST00000375547.6,1203,50.83,PROZ
ENST00000374198.4,1566,42.31,PRPF4
ENST00000648940.1,2919,36.32,PRPF40A
ENST00000548825.6,2679,47.42,PRPF40B
ENST00000372435.9,957,41.73,PRPS1
ENST00000506618.4,957,45.87,PRPS1L1
ENST00000380668.9,957,42.76,PRPS2
ENST00000300835.8,1758,58.12,PRR14
ENST00000341747.7,1071,54.16,PRR19
ENST00000465482.2,633,48.8,PRR20G
ENST00000533250.1,840,48.85,PRR23D1
ENST00000533250.1,840,48.87,PRR23D1
ENST00000533250.1,840,48.88,PRR23D1
ENST00000376560.7,567,45,PRR3
ENST00000376560.7,567,45,PRR3
ENST00000376560.7,567,44.2,PRR3
ENST00000376560.7,567,45,PRR3
ENST00000376560.7,567,45,PRR3
ENST00000376560.7,567,44.95,PRR3
ENST00000376560.7,567,44.95,PRR3
ENST00000640310.1,1440,66.16,PRR33
ENST00000640310.1,1440,65.66,PRR33
ENST00000296666.12,1338,36.25,PRRC1
ENST00000357304.8,6690,49.11,PRRC2B
ENST00000378628.8,657,37.91,PRRG1
ENST00000636672.1,792,55.15,PRRT1B
ENST00000539842.5,744,51.92,PRSS2
ENST00000539842.5,744,49.02,PRSS2
ENST00000379405.3,744,42.71,PRSS3
ENST00000366757.3,981,42.66,PRSS38
ENST00000399677.3,918,51.41,PRSS41
ENST00000455694.6,1041,39.75,PRSS48
ENST00000455694.6,987,39.74,PRSS48
ENST00000280606.6,1662,58.9,PRSS53
ENST00000617714.1,1812,66,PRSS56
ENST00000419916.7,741,64.59,PRXL2B
ENST00000419916.7,597,64.59,PRXL2B
ENST00000396394.6,792,40.21,PSMA1
ENST00000374882.7,831,50.58,PSMB8
ENST00000374882.7,831,50.54,PSMB8
ENST00000374882.7,831,50.37,PSMB8
ENST00000374882.7,831,50.46,PSMB8
ENST00000374882.7,831,50.56,PSMB8
ENST00000374882.7,831,50.51,PSMB8
ENST00000374882.7,831,50.49,PSMB8
ENST00000374882.7,831,50.56,PSMB8
ENST00000393795.7,654,48.64,PSMC3IP
ENST00000368884.7,1134,47.67,PSMD4
ENST00000295901.8,1170,39.12,PSMD6
ENST00000215071.8,1053,53.59,PSMD8
ENST00000438998.6,372,49.83,PSMG4
ENST00000245810.1,471,58.35,PSPN
ENST00000369909.6,1002,53.65,PSRC1
ENST00000426398.2,1596,35.67,PTBP2
ENST00000292478.8,2103,53.4,PTCD1
ENST00000331920.10,4344,47.49,PTCH1
ENST00000438700.8,2865,38.6,PTCHD3
ENST00000438700.8,2865,38.6,PTCHD3
ENST00000339488.8,2532,36.58,PTCHD4
ENST00000304672.5,846,50.96,PTCRA
ENST00000409446.7,471,49.88,PTGES3L
ENST00000421990.6,1632,48.08,PTGES3L-AARSD1
ENST00000555661.5,1056,41.79,PTGR2
ENST00000272847.6,1653,37.4,PTH2R
ENST00000309083.7,309,61.84,PTMS
ENST00000391842.5,1251,61.87,PTOV1
ENST00000521578.5,522,62.4,PTP4A3
ENST00000521578.5,522,62.53,PTP4A3
ENST00000521578.5,522,62.4,PTP4A3
ENST00000358994.8,972,52.59,PTPA
ENST00000351677.6,1782,43.16,PTPN11
ENST00000374339.4,1263,36.85,PTPN20
ENST00000309017.7,1083,52.92,PTPN7
ENST00000380393.7,2409,42.52,PTPRA
ENST00000334414.10,6648,39.76,PTPRB
ENST00000381196.8,5739,35.53,PTPRD
ENST00000254667.7,2103,47.88,PTPRE
ENST00000368226.8,4323,35.4,PTPRK
ENST00000368226.8,4419,35.4,PTPRK
ENST00000373187.5,4326,42.34,PTPRT
ENST00000393038.2,540,39.24,PTRH2
ENST00000328379.5,423,45.91,PTRHD1
ENST00000403432.5,3195,37.42,PUM2
ENST00000475541.1,1044,36.48,PURG
ENST00000344862.9,2106,35.89,PUS7L
ENST00000317271.2,921,56.74,PVRIG
ENST00000380283.4,696,52.35,PXDC1
ENST00000302964.3,270,62.18,PYDC1
ENST00000399302.7,5595,38.69,QSER1
ENST00000358701.9,2097,54.54,QSOX2
ENST00000265806.11,1323,47.98,R3HCC1
ENST00000402412.5,2973,43.17,R3HDM2
ENST00000217043.3,762,48.32,R3HDML
ENST00000329286.7,1023,42.23,RAB12
ENST00000368575.4,612,48.71,RAB13
ENST00000533601.6,639,52.17,RAB15
ENST00000356940.10,621,36.68,RAB18
ENST00000537763.5,654,47.55,RAB19
ENST00000288723.8,666,36.22,RAB28
ENST00000263116.6,804,55.37,RAB36
ENST00000264158.12,2946,37.99,RAB3GAP1
ENST00000247833.11,1383,38.23,RAB3IP
ENST00000465518.2,657,58.15,RAB42
ENST00000623617.2,765,40.28,RAB6D
ENST00000265062.7,624,45.18,RAB7A
ENST00000216840.10,1704,57.92,RABGGTA
ENST00000216840.10,1704,57.69,RABGGTA
ENST00000273375.7,711,38.02,RABL3
ENST00000297338.6,1896,35.95,RAD21
ENST00000352618.8,1008,36.4,RAD51AP1
ENST00000399080.2,3480,34.43,RAD51AP2
ENST00000345365.10,987,47.17,RAD51D
ENST00000357183.8,792,46.52,RAET1E
ENST00000251849.8,1947,42.68,RAF1
ENST00000299440.5,3132,39.18,RAG1
ENST00000618712.4,1584,38.54,RAG2
ENST00000367635.7,1752,36.81,RALGPS2
ENST00000444122.2,357,42.18,RAMACL
ENST00000331821.7,837,57.68,RANBP1
ENST00000296604.7,1398,36.62,RANBP3L
ENST00000356244.7,1764,53.25,RANGAP1
ENST00000374765.8,1992,56.63,RAP1GAP
ENST00000408927.7,1824,36.01,RAP1GDS1
ENST00000372190.7,3792,48.49,RAPGEF1
ENST00000509018.5,4806,37.88,RAPGEF6
ENST00000620260.5,1989,54.16,RAPGEFL1
ENST00000286364.8,2550,36.35,RASA2
ENST00000262940.11,2412,56.33,RASA4
ENST00000465829.5,2412,56.34,RASA4B
ENST00000367649.7,3843,37,RASAL2
ENST00000395810.5,1446,56.42,RASGEF1A
ENST00000264400.6,1422,39.05,RASGEF1B
ENST00000558480.6,3774,49.94,RASGRF1
ENST00000241463.4,729,48.41,RASL11A
ENST00000359365.8,1023,54.57,RASSF1
ENST00000611074.4,2220,56.77,RAVER1
ENST00000555633.2,555,64.3,RAX2
ENST00000267163.5,2787,38.5,RB1
ENST00000380087.6,1278,42.19,RBBP7
ENST00000356286.9,1533,51.27,RBCK1
ENST00000399300.6,3006,38.14,RBM12B
ENST00000310137.4,2010,49.61,RBM14
ENST00000369784.8,2934,44.01,RBM15
ENST00000310092.11,1095,44.81,RBM4
ENST00000316997.8,3156,37.39,RBM44
ENST00000583313.6,525,44,RBM8A
ENST00000424776.4,3204,62.76,RBMXL3
ENST00000439108.6,1491,36.98,RBMY1A1
ENST00000382659.6,1491,36.96,RBMY1E
ENST00000250831.5,1491,36.95,RBMY1J
ENST00000619087.4,594,48.01,RBP1
ENST00000355476.7,1464,40.79,RBPJ
ENST00000367696.6,3402,38.59,RC3H1
ENST00000344532.7,1656,40.27,RCBTB2
ENST00000394258.6,1131,54.49,RCCD1
ENST00000324439.9,786,34.99,RCHY1
ENST00000054950.3,996,46.64,RCN1
ENST00000419091.6,1662,37.38,RCOR3
ENST00000367002.4,588,51.08,RD3
ENST00000398138.4,954,49.87,RDH16
ENST00000257895.9,957,52.34,RDH5
ENST00000645495.1,1752,39.02,RDX
ENST00000617875.5,3627,65.51,RECQL4
ENST00000538724.5,615,35.03,RERGL
ENST00000295755.6,336,43.72,RETNLB
ENST00000611665.4,714,39.48,REXO2
ENST00000261377.10,2325,39.89,REXO5
ENST00000652607.1,1137,50,RFPL2
ENST00000434937.2,864,42.13,RFPL4A
ENST00000341750.4,864,41.92,RFPL4AL1
ENST00000617270.4,2250,35,RFX3
ENST00000392842.5,2208,42.7,RFX4
ENST00000559447.6,4383,37.42,RFX7
ENST00000255476.2,819,38.45,RFXAP
ENST00000380456.7,2133,50.51,RGL3
ENST00000290691.9,1422,55.37,RGL4
ENST00000329082.11,1353,52.94,RGMA
ENST00000559485.2,5271,40.48,RGPD1
ENST00000398146.4,5271,39.56,RGPD2
ENST00000409886.3,5277,40.38,RGPD3
ENST00000408999.3,5277,40.47,RGPD4
ENST00000329516.7,5298,40.53,RGPD6
ENST00000617334.1,3795,37.84,RGS22
ENST00000367909.10,618,39.47,RGS4
ENST00000371175.9,1230,39.67,RHAG
ENST00000352681.7,1122,68.21,RHBDL1
ENST00000294413.12,1254,46.8,RHCE
ENST00000251822.6,2184,53.45,RHOBTB2
ENST00000505618.5,576,42.71,RHOH
ENST00000371402.4,867,45.13,RHOXF2B
ENST00000526104.5,1596,57.3,RIC8A
ENST00000280571.9,636,48.62,RILPL2
ENST00000620804.1,4920,62.4,RIMBP3B
ENST00000433039.1,4920,63.15,RIMBP3C
ENST00000521978.5,5079,35.58,RIMS1
ENST00000372851.7,810,49.67,RIMS4
ENST00000255006.11,2688,44.28,RIN2
ENST00000369689.5,387,42.42,RIPPLY2
ENST00000354545.7,1233,39.02,RMDN2
ENST00000328444.5,651,48.69,RNASE10
ENST00000328444.5,651,48.69,RNASE10
ENST00000304639.3,483,49.38,RNASE3
ENST00000221486.5,900,51.76,RNASEH2A
ENST00000336617.7,939,40.31,RNASEH2B
ENST00000308418.8,495,55.55,RNASEH2C
ENST00000593646.5,297,57.04,RNASEK
ENST00000263895.8,735,38.66,RND3
ENST00000348370.8,2961,39.52,RNF111
ENST00000392894.7,1146,36.38,RNF13
ENST00000303545.3,1995,38.42,RNF139
ENST00000303545.3,1995,37.5,RNF139
ENST00000259939.3,912,39.19,RNF144B
ENST00000309649.7,1080,36.4,RNF146
ENST00000347063.8,987,41,RNF175
ENST00000305943.8,708,51.95,RNF187
ENST00000305943.8,708,55.49,RNF187
ENST00000582970.5,15624,49.93,RNF213
ENST00000389902.7,2772,45.52,RNF216
ENST00000521654.6,1629,36.7,RNF217
ENST00000399398.2,663,52.12,RNF222
ENST00000445101.3,471,65.87,RNF224
ENST00000601382.2,990,71.63,RNF225
ENST00000324348.8,573,52.02,RNF227
ENST00000244360.6,1263,56.23,RNF39
ENST00000244360.6,1263,56.21,RNF39
ENST00000244360.6,1263,56.24,RNF39
ENST00000244360.6,1263,56.24,RNF39
ENST00000244360.6,1263,56.26,RNF39
ENST00000244360.6,1059,56.27,RNF39
ENST00000244360.6,1263,56.26,RNF39
ENST00000244360.6,1263,56.23,RNF39
ENST00000324685.10,3006,55.81,RNF40
ENST00000407977.6,2352,43.02,RNF43
ENST00000392549.6,1335,47.15,RNFT2
ENST00000383314.6,1431,39.02,RNMT
ENST00000322048.11,864,63.01,ROGDI
ENST00000278833.3,1056,63.42,ROM1
ENST00000405845.7,639,42.25,ROPN1
ENST00000381209.7,660,45.34,RPAIN
ENST00000642395.1,3459,37.6,RPGR
ENST00000400017.6,3861,44.47,RPGRIP1
ENST00000424325.6,645,54.28,RPL10
ENST00000311528.9,636,54.97,RPL13
ENST00000307839.9,615,45.62,RPL15
ENST00000580261.5,555,42.92,RPL17
ENST00000311549.10,483,41.73,RPL21
ENST00000344063.6,414,52.79,RPL28
ENST00000553110.7,321,41.82,RPL36A
ENST00000202773.13,867,45.67,RPL6
ENST00000493763.6,768,46.45,RPL7L1
ENST00000645496.1,579,40.71,RPL9
ENST00000442966.6,1512,44.78,RPP21
ENST00000442966.6,1512,44.79,RPP21
ENST00000442966.6,1512,44.79,RPP21
ENST00000442966.6,1512,44.81,RPP21
ENST00000442966.6,465,53.76,RPP21
ENST00000442966.6,1512,44.79,RPP21
ENST00000442966.6,1512,44.82,RPP21
ENST00000322177.5,600,61.4,RPP25
ENST00000371703.7,807,37.86,RPP30
ENST00000369068.4,4386,41.76,RPRD2
ENST00000592588.6,438,62.72,RPS15
ENST00000009589.7,360,41.73,RPS20
ENST00000383820.9,1032,52.21,RPUSD3
ENST00000420652.5,927,59.85,RRAD
ENST00000317735.6,1014,37.02,RRH
ENST00000251810.7,1056,37.81,RRM2B
ENST00000198767.10,1956,42.11,RRN3
ENST00000198767.10,1956,42.08,RRN3
ENST00000379984.3,675,47.9,RS1
ENST00000345034.1,1854,41.4,RSC1A1
ENST00000308488.10,4326,39.02,RSF1
ENST00000301037.9,1233,51.06,RSKR
ENST00000404077.5,2613,48.15,RSPH10B2
ENST00000252655.1,1257,39.78,RSPH3
ENST00000370128.8,1101,39.06,RTCA
ENST00000508582.6,3903,59.63,RTEL1
ENST00000389629.8,2133,45.65,RTF1
ENST00000357348.9,921,43.71,RTF2
ENST00000340433.3,933,38.42,RTL4
ENST00000609883.1,1710,54.99,RTL5
ENST00000370775.2,342,60.16,RTL8A
ENST00000602465.5,1821,40.87,RUFY2
ENST00000361677.5,1842,47.3,RUNDC1
ENST00000394654.3,1371,35.67,RUNDC3B
ENST00000523629.5,1815,38.13,RUNX1T1
ENST00000308873.10,1248,54.8,RUNX3
ENST00000368318.4,1125,60.14,RXFP4
ENST00000374680.3,1602,53.9,RXRB
ENST00000374680.3,1614,53.96,RXRB
ENST00000374680.3,1614,53.97,RXRB
ENST00000374680.3,1614,53.96,RXRB
ENST00000374680.3,1614,53.95,RXRB
ENST00000374680.3,1614,54.14,RXRB
ENST00000477973.3,687,38.54,RYBP
ENST00000477973.3,655,38.33,RYBP
ENST00000359596.7,15117,51.95,RYR1
ENST00000360064.7,14904,38.53,RYR2
ENST00000634891.1,14613,41.56,RYR3
ENST00000292169.5,285,55.61,S100A1
ENST00000440685.6,297,50.76,S100A13
ENST00000670077.1,297,53.99,S100A2
ENST00000305352.6,1149,44.09,S1PR1
ENST00000256733.8,369,43.37,SAA2
ENST00000398846.5,1077,58.58,SAC3D1
ENST00000672477.1,1764,38,SACM1L
ENST00000324447.7,2715,41.47,SAGE1
ENST00000251020.8,3975,45.81,SALL1
ENST00000537592.6,3903,46.06,SALL3
ENST00000537592.6,3903,46.05,SALL3
ENST00000537592.6,3903,46.74,SALL3
ENST00000394834.7,309,39.5,SAMD13
ENST00000330175.8,1254,55.71,SAMD14
ENST00000216471.4,2025,44.54,SAMD15
ENST00000646673.1,1881,43.83,SAMHD1
ENST00000400566.5,1122,36.33,SAMSN1
ENST00000415669.3,537,53.77,SAPCD1
ENST00000415669.3,537,53.75,SAPCD1
ENST00000415669.3,537,53.77,SAPCD1
ENST00000415669.3,537,53.77,SAPCD1
ENST00000415669.3,537,52.89,SAPCD1
ENST00000415669.3,537,53.77,SAPCD1
ENST00000221431.10,1563,53.66,SARS2
ENST00000221431.10,1557,53.62,SARS2
ENST00000379270.4,516,43.78,SAT1
ENST00000269298.9,513,56.73,SAT2
ENST00000644105.1,2088,37.26,SATL1
ENST00000256190.12,5550,38.48,SBF2
ENST00000413299.5,1047,57.35,SBK2
ENST00000367178.7,3816,37.63,SCAF8
ENST00000336505.10,1821,40.94,SCAI
ENST00000640237.1,3084,45.97,SCART1
ENST00000300175.8,651,42.29,SCG5
ENST00000300175.8,639,42.33,SCG5
ENST00000300175.8,639,42.31,SCG5
ENST00000595228.3,288,57.3,SCGB1C2
ENST00000595228.3,288,57.33,SCGB1C2
ENST00000601241.5,291,42.69,SCGB2B2
ENST00000324727.8,687,52.64,SCN4B
ENST00000333535.8,6048,50.94,SCN5A
ENST00000368905.8,693,48.32,SCNM1
ENST00000262288.7,1359,45.28,SCPEP1
ENST00000019103.7,1323,46.84,SCTR
ENST00000641801.1,318,66.04,SCYGR4
ENST00000641981.1,327,66.67,SCYGR8
ENST00000655486.1,1068,61.38,SDF4
ENST00000378887.3,348,63.47,SDHAF1
ENST00000301761.6,501,45.26,SDHAF2
ENST00000432641.2,378,38.5,SDHAF3
ENST00000375499.7,843,43.43,SDHB
ENST00000367975.6,510,42.31,SDHC
ENST00000303749.7,930,44.69,SDR16C5
ENST00000399395.7,882,53.54,SDR39U1
ENST00000602312.2,1269,51.24,SDR42E2
ENST00000536498.5,573,56.73,SEBOX
ENST00000402034.6,1194,50.58,SEC14L6
ENST00000308284.10,3183,43.66,SEC16B
ENST00000284951.9,2067,40.67,SEL1L2
ENST00000284951.9,2067,40.66,SEL1L2
ENST00000335426.8,1041,55.39,SELENOV
ENST00000550948.1,1239,52.12,SELPLG
ENST00000248566.3,213,37.66,SEM1
ENST00000284136.10,2334,34.17,SEMA3D
ENST00000422704.6,2589,51.34,SEMA4D
ENST00000210633.3,2532,52.9,SEMA4G
ENST00000343348.10,3093,40.55,SEMA6A
ENST00000368914.7,2793,57.43,SEMA6C
ENST00000652617.1,1119,52.75,SEPTIN1
ENST00000264893.10,1290,40.64,SEPTIN11
ENST00000268231.12,1077,53.34,SEPTIN12
ENST00000317633.13,333,43.59,SERF1A
ENST00000317633.13,189,43.61,SERF1A
ENST00000319327.6,1557,49.71,SERINC4
ENST00000553483.3,1266,52.96,SERPINA2
ENST00000553483.3,928,49.1,SERPINA2
ENST00000393078.4,1272,50.9,SERPINA3
ENST00000337425.9,1254,46.26,SERPINA9
ENST00000382768.1,1278,39.65,SERPINB12
ENST00000344731.9,1176,38.32,SERPINB13
ENST00000367698.3,1395,46.27,SERPINC1
ENST00000223095.4,1209,50.41,SERPINE1
ENST00000278407.8,1503,47.09,SERPING1
ENST00000446050.6,1233,36.84,SERPINI1
ENST00000476257.5,1218,35,SERPINI2
ENST00000569275.1,273,36.83,SERTM2
ENST00000436639.6,1656,37.63,SESN1
ENST00000409792.3,7695,40.27,SETD2
ENST00000332131.8,1323,44.84,SETD4
ENST00000402198.5,4329,39.13,SETD5
ENST00000274031.7,1101,42.84,SETD7
ENST00000358065.4,2055,40.2,SETMAR
ENST00000596516.2,879,40.84,SETSIP
ENST00000335508.10,3915,39.44,SF3B1
ENST00000397167.5,2685,43.68,SFMBT2
ENST00000369727.3,738,37.96,SFR1
ENST00000261674.8,2856,46.45,SFSWAP
ENST00000657500.1,1146,56.05,SFTPB
ENST00000393459.5,966,54.04,SFXN3
ENST00000272433.6,1023,49.36,SFXN5
ENST00000381431.9,957,38.29,SGCB
ENST00000337851.8,873,38.48,SGCD
ENST00000218867.3,876,39.23,SGCG
ENST00000237305.11,1581,42.27,SGK1
ENST00000519289.1,1491,40.12,SGK3
ENST00000341259.6,1728,54.03,SH2B3
ENST00000371139.8,387,38.98,SH2D1A
ENST00000368199.7,1170,55.53,SH2D2A
ENST00000646907.1,1302,45,SH2D4B
ENST00000328828.5,1356,48.94,SH2D7
ENST00000333634.8,531,40.49,SH3BGR
ENST00000649765.1,2106,57.36,SH3BP1
ENST00000304527.8,3144,40.78,SH3D19
ENST00000304527.8,3144,40.78,SH3D19
ENST00000372564.7,1188,55.79,SH3GLB2
ENST00000355946.6,3402,51.59,SH3PXD2A
ENST00000515425.5,3867,42.51,SH3TC2
ENST00000293441.5,6486,56.45,SHANK1
ENST00000601538.5,5550,51.53,SHANK2
ENST00000262795.5,4824,57.13,SHANK3
ENST00000264554.10,1749,58.72,SHC2
ENST00000543264.6,1023,54.05,SHD
ENST00000319420.3,888,50.34,SHISA2
ENST00000362011.6,594,58.03,SHISA4
ENST00000296444.6,723,50.15,SHISA5
ENST00000376325.8,1617,57.26,SHISA7
ENST00000621082.1,1194,67.99,SHISA8
ENST00000510585.2,753,38.39,SHLD3
ENST00000369452.8,1749,35.08,SHOC2
ENST00000225519.4,1437,50.42,SHPK
ENST00000264852.8,2484,40.77,SIDT1
