"Gene Symbol","Gene Accession Id","Allele Symbol","Allele Accession Id","Background Strain Name","Background Strain Accession Id","Chromosome","Phenotyping Center","Colony Id","Breeding Strategy","Total # Pups","Total # Male Pups","Total # Female Pups","Total # Hom Males","Total # Hom Females","Total # Hem Males","Total # WT Males","Total # WT Females","Total # Het Males","Total # Het Females","Percentage HOMs / HEMs","Supporting Data","Viability Phenotype HOMs/HEMIs","Viability Call Method","Comment","Procedure Link"
"Slc35b4","MGI:1931249","Slc35b4<tm1.1(KOMP)Vlcg>","MGI:5548720","C57BL/6NCrl","MGI:2683688","6","UC Davis","BL2427","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","66","38","28","0","0","0","14","11","24","17","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc35c2","MGI:2385166","Slc35c2<tm1.1(KOMP)Vlcg>","MGI:5755404","C57BL/6NJ","MGI:3056279","2","JAX","JR28481","HetXHet","73","32","41","6","10","No information available","6","6","20","25","0.2191780821917808","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc35d1","MGI:2140361","Slc35d1<tm2b(EUCOMM)Hmgu>","MGI:5692775","C57BL/6N","MGI:2159965","4","BCM","SLANB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","211","110","101","0","0","0","43","33","67","68","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc35e2","MGI:2444240","Slc35e2<tm2b(EUCOMM)Hmgu>","MGI:5637149","C57BL/6NTac","MGI:2164831","4","MRC Harwell","H-SLC35E2-A05-TM2B","HetXHet","186","101","85","21","13","No information available","27","18","53","54","0.1827956989247312","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc35f5","MGI:1921400","Slc35f5<em1(IMPC)Hmgu>","MGI:6414495","C57BL/6NCrl","MGI:2683688","1","HMGU","HMGU_Slc35f5_Crispr2_AAEZ-1","HetXHet","63","36","27","7","7","No information available","16","7","13","13","0.2222222222222222","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc35g1","MGI:2444789","Slc35g1<tm1.1(KOMP)Vlcg>","MGI:5708250","C57BL/6NCrl","MGI:2683688","19","UC Davis","BL5035","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","31","17","14","6","4","0","3","3","8","7","0.3225806451612903","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc36a1","MGI:2445299","Slc36a1<em1(IMPC)Tcp>","MGI:6324175","C57BL/6NCrl","MGI:2683688","11","TCP","TCPR1331_AEFI","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","83","29","54","0","0","0","9","18","20","36","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc36a2","MGI:1891430","Slc36a2<em1(IMPC)J>","MGI:6114754","C57BL/6NJ","MGI:3056279","11","JAX","JR31682","HetXHet","168","90","78","22","18","No information available","29","19","39","41","0.23809523809523808","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc36a4","MGI:2442595","Slc36a4<em1(IMPC)J>","MGI:6361107","C57BL/6NJ","MGI:3056279","9","JAX","JR34334","HetXHet","55","25","30","7","5","No information available","6","7","12","18","0.21818181818181817","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc37a2","MGI:1929693","Slc37a2<em1(IMPC)Mbp>","MGI:6857743","C57BL/6NCrl","MGI:2683688","9","UC Davis","CR10945","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","97","42","55","10","16","0","10","13","22","26","0.26804123711340205","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc37a3","MGI:1919394","Slc37a3<em1(IMPC)Bay>","MGI:6257587","C57BL/6N","MGI:2159965","6","BCM","SLTSB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","154","78","76","16","13","0","24","29","38","34","0.18831168831168832","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc38a1","MGI:2145895","Slc38a1<tm1(KOMP)Vlcg>","MGI:4881203","C57BL/6NCrl","MGI:2683688","15","UC Davis","BL3017","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","37","17","20","0","0","0","14","18","3","2","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc38a10","MGI:1919305","Slc38a10<tm1a(EUCOMM)Wtsi>","MGI:4431702","C57BL/6N","MGI:2159965","11","WTSI","MDEV","HetXHet","109","48","61","12","8","No information available","11","13","25","40","0.1834862385321101","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc38a11","MGI:2443383","Slc38a11<tm2b(KOMP)Mbp>","MGI:5696925","C57BL/6NCrl","MGI:2683688","2","UC Davis","TCPA0999Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","105","51","54","10","7","0","15","16","26","31","0.1619047619047619","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc38a2","MGI:1915010","Slc38a2<tm1a(KOMP)Wtsi>","MGI:5293947","C57BL/6N","MGI:2159965","15","WTSI","MGDF","HetXHet","100","49","51","0","7","No information available","19","15","30","29","0.07","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc38a3","MGI:1923507","Slc38a3<em1(IMPC)Bay>","MGI:6414493","C57BL/6N","MGI:2159965","9","BCM","SALSB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","108","44","64","1","0","0","17","19","26","45","0.009259259259259259","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc38a6","MGI:3648156","Slc38a6<em1(IMPC)J>","MGI:6283587","C57BL/6NJ","MGI:3056279","12","JAX","JR33436","HetXHet","43","24","19","7","5","No information available","6","9","11","5","0.27906976744186046","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc38a7","MGI:2679005","Slc38a7<em1(IMPC)Ccpcz>","MGI:7425983","C57BL/6NCrl","MGI:2683688","8","CCP-IMG","CCP-Slc38a7-transexdel-EM1-B6N","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","32","18","14","5","3","0","4","3","9","8","0.25","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc38a8","MGI:2685433","Slc38a8<em1(IMPC)Bay>","MGI:7425984","C57BL/6N","MGI:2159965","8","BCM","STEBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","88","50","38","14","10","0","14","9","22","19","0.2727272727272727","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc39a10","MGI:1914515","Slc39a10<em1(IMPC)J>","MGI:6162488","C57BL/6NJ","MGI:3056279","1","JAX","JR32274","HetXHet","55","27","28","0","0","No information available","9","9","18","19","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc39a14","MGI:2384851","Slc39a14<tm1b(NCOM)Mfgc>","MGI:5766177","C57BL/6NCrl","MGI:2683688","14","TCP","TCPA0787Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","112","52","60","3","9","0","22","19","27","32","0.10714285714285714","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc39a4","MGI:1919277","Slc39a4<tm1.1(KOMP)Wtsi>","MGI:5582434","C57BL/6NCrl","MGI:2683688","15","UC Davis","BL4452","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","179","101","78","0","0","0","45","32","56","46","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc39a5","MGI:1919336","Slc39a5<tm1b(KOMP)Wtsi>","MGI:5692713","C57BL/6NCrl","MGI:2683688","10","UC Davis","BL1656","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","187","100","87","19","19","0","30","14","51","54","0.20320855614973263","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc39a7","MGI:95909","Slc39a7<tm1.1(KOMP)Mbp>","MGI:5548942","C57BL/6NCrl","MGI:2683688","17","UC Davis","BL3195","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","150","78","72","0","0","0","39","24","39","48","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc39a8","MGI:1914797","Slc39a8<tm1b(EUCOMM)Wtsi>","MGI:5548544","C57BL/6NTac","MGI:2164831","3","MRC Harwell","H-Slc39a8-D04-TM1B","HetXHet","144","64","80","0","0","No information available","19","30","45","50","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc3a1","MGI:1195264","Slc3a1<tm1.1(KOMP)Vlcg>","MGI:5708183","C57BL/6NCrl","MGI:2683688","17","UC Davis","BL5502","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","55","36","19","10","6","0","9","5","17","8","0.2909090909090909","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc40a1","MGI:1315204","Slc40a1<tm1b(EUCOMM)Hmgu>","MGI:5548423","C57BL/6NTac","MGI:2164831","1","MRC Harwell","H-Slc40a1-A07-TM1B","HetXHet","107","56","51","0","0","No information available","19","12","37","39","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc41a1","MGI:2444823","Slc41a1<tm1.1(KOMP)Vlcg>","MGI:5708251","C57BL/6NCrl","MGI:2683688","1","UC Davis","BL5631","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","60","34","26","7","6","0","17","6","10","14","0.21666666666666667","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc41a2","MGI:2442940","Slc41a2<em1(IMPC)J>","MGI:6187996","C57BL/6NJ","MGI:3056279","10","JAX","JR32338","HetXHet","86","46","40","12","7","No information available","11","10","23","23","0.22093023255813954","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc43a3","MGI:1931054","Slc43a3<tm1b(KOMP)Wtsi>","MGI:5635290","C57BL/6NJ","MGI:3056279","2","JAX","JR27465","HetXHet","104","43","61","10","17","No information available","8","10","25","34","0.25961538461538464","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc44a1","MGI:2140592","Slc44a1<tm1b(EUCOMM)Hmgu>","MGI:5637111","C57BL/6N","MGI:2159965","4","BCM","SLEEB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","176","95","81","17","12","0","30","26","48","43","0.16477272727272727","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc44a2","MGI:1915932","Slc44a2<em1(IMPC)J>","MGI:5796295","C57BL/6NJ","MGI:3056279","9","JAX","JR29751","HetXHet","51","24","27","6","8","No information available","3","4","15","15","0.27450980392156865","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc44a3","MGI:2384860","Slc44a3<tm1b(EUCOMM)Wtsi>","MGI:5613661","C57BL/6NTac","MGI:2164831","3","HMGU","H5051-EPD0230_5_F09-1","HetXHet","68","34","34","6","6","No information available","8","10","20","18","0.17647058823529413","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc44a4","MGI:1917379","Slc44a4<tm1b(EUCOMM)Hmgu>","MGI:5692698","C57BL/6NTac","MGI:2164831","17","HMGU","H5048-HEPD0671_8_C10-1","HetXHet","59","31","28","8","7","No information available","5","3","18","18","0.2542372881355932","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc45a3","MGI:1922082","Slc45a3<tm1.1(KOMP)Vlcg>","MGI:5548649","C57BL/6NCrl","MGI:2683688","1","UC Davis","BL2223","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","150","77","73","12","20","0","20","19","45","34","0.21333333333333335","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc46a1","MGI:1098733","Slc46a1<tm1b(KOMP)Mbp>","MGI:5577262","C57BL/6NJ","MGI:3056279","11","JAX","JR25576","HetXHet","74","32","42","10","17","No information available","7","3","15","22","0.36486486486486486","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc46a3","MGI:1918956","Slc46a3<tm1.1(KOMP)Vlcg>","MGI:5565613","C57BL/6NJ","MGI:3056279","5","JAX","JR25376","HetXHet","70","34","36","11","8","No information available","6","6","17","22","0.2714285714285714","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc47a1","MGI:1914723","Slc47a1<tm1b(EUCOMM)Wtsi>","MGI:5548541","C57BL/6NTac","MGI:2164831","11","HMGU","GSF-EPD0423_5_H01-1-1","HetXHet","40","19","21","7","3","No information available","2","6","10","12","0.25","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc47a2","MGI:3588190","Slc47a2<tm1.1(KOMP)Vlcg>","MGI:5548897","C57BL/6NCrl","MGI:2683688","11","UC Davis","BL2459","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","177","95","82","28","28","0","24","11","43","43","0.3163841807909605","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc48a1","MGI:1914989","Slc48a1<em1(IMPC)Bay>","MGI:7425985","C57BL/6N","MGI:2159965","15","BCM","CSLBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","85","40","45","9","10","0","12","11","19","24","0.2235294117647059","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc49a4","MGI:2387188","Slc49a4<em1(IMPC)Mbp>","MGI:6423069","C57BL/6NCrl","MGI:2683688","16","UC Davis","CR10747","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","133","68","65","19","15","0","16","16","33","34","0.2556390977443609","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc4a10","MGI:2150150","Slc4a10<tm1b(KOMP)Wtsi>","MGI:5692790","C57BL/6NTac","MGI:2164831","2","MRC Harwell","H-SLC4a10-G08-TM1B","HetXHet","117","55","62","10","14","No information available","15","19","30","29","0.20512820512820512","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc4a1ap","MGI:1196608","Slc4a1ap<em1(IMPC)J>","MGI:6342514","C57BL/6NJ","MGI:3056279","5","JAX","JR34089","HetXHet","36","21","15","6","6","No information available","5","4","10","5","0.3333333333333333","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc4a8","MGI:1928745","Slc4a8<em1(IMPC)Mbp>","MGI:7377683","C57BL/6NCrl","MGI:2683688","15","UC Davis","CR11271","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","108","52","56","16","14","0","9","15","27","27","0.2777777777777778","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc50a1","MGI:107417","Slc50a1<tm1.1(KOMP)Vlcg>","MGI:5705867","C57BL/6NJ","MGI:3056279","3","JAX","JR28475","HetXHet","98","41","57","11","11","No information available","8","23","22","23","0.22448979591836735","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc51b","MGI:3582052","Slc51b<em1(IMPC)Mbp>","MGI:6152645","C57BL/6NCrl","MGI:2683688","9","UC Davis","CR1700","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","180","85","95","21","20","0","19","23","45","52","0.22777777777777777","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc52a2","MGI:1289288","Slc52a2<tm1.1(KOMP)Vlcg>","MGI:5548419","C57BL/6NCrl","MGI:2683688","15","TCP","UCD-13532A-D11-1-1","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","117","58","59","0","0","0","14","23","44","36","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc5a4a","MGI:1927848","Slc5a4a<em1(IMPC)Hmgu>","MGI:6414481","C57BL/6NCrl","MGI:2683688","10","HMGU","HMGU_Slc5a4a_Crispr1_AAEY-1","HetXHet","106","48","58","10","11","No information available","17","17","21","30","0.19811320754716982","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
