gene,null_model,alt_model,species,p,branch
SEPTIN5,bsA1,bsA,34,0.976632,Primate
SEPTIN5,bsA1,bsA,39,1,Great Ape
SEPTIN5,bsA1,bsA,35,0.998872,Haplorhine
SEPTIN6,bsA1,bsA,12,1,Human
SEPTIN6,bsA1,bsA,41,0.998872,Homo-Pan
SEPTIN6,bsA1,bsA,34,1,Primate
SEPTIN6,bsA1,bsA,39,0.749626,Great Ape
SEPTIN6,bsA1,bsA,35,1,Haplorhine
SEPTIN7,bsA1,bsA,12,1,Human
SEPTIN7,bsA1,bsA,41,1,Homo-Pan
SEPTIN7,bsA1,bsA,34,1,Primate
SEPTIN7,bsA1,bsA,39,1,Great Ape
SEPTIN7,bsA1,bsA,35,0.40949,Haplorhine
SEPTIN8,bsA1,bsA,12,0.997015,Human
SEPTIN8,bsA1,bsA,41,1,Homo-Pan
SEPTIN8,bsA1,bsA,34,1,Primate
SEPTIN8,bsA1,bsA,39,1,Great Ape
SEPTIN8,bsA1,bsA,35,1,Haplorhine
SEPTIN9,bsA1,bsA,12,1,Human
SEPTIN9,bsA1,bsA,41,0.994954,Homo-Pan
SEPTIN9,bsA1,bsA,34,0.998872,Primate
SEPTIN9,bsA1,bsA,39,1,Great Ape
SEPTIN9,bsA1,bsA,35,1,Haplorhine
SERAC1,bsA1,bsA,12,1,Human
SERAC1,bsA1,bsA,41,1,Homo-Pan
SERAC1,bsA1,bsA,34,0.86159,Primate
SERAC1,bsA1,bsA,39,1,Great Ape
SERAC1,bsA1,bsA,35,1,Haplorhine
SERBP1,bsA1,bsA,12,1,Human
SERBP1,bsA1,bsA,41,1,Homo-Pan
SERBP1,bsA1,bsA,34,0.996091,Primate
SERBP1,bsA1,bsA,39,0.995778,Great Ape
SERBP1,bsA1,bsA,35,1,Haplorhine
SERF2,bsA1,bsA,12,1,Human
SERF2,bsA1,bsA,41,1,Homo-Pan
SERF2,bsA1,bsA,34,1,Primate
SERF2,bsA1,bsA,39,1,Great Ape
SERF2,bsA1,bsA,35,1,Haplorhine
SERGEF,bsA1,bsA,12,1,Human
SERGEF,bsA1,bsA,41,1,Homo-Pan
SERGEF,bsA1,bsA,34,0.998872,Primate
SERGEF,bsA1,bsA,39,1,Great Ape
SERGEF,bsA1,bsA,35,1,Haplorhine
SERHL2,bsA1,bsA,10,0.070361,Human
SERHL2,bsA1,bsA,39,1,Homo-Pan
SERHL2,bsA1,bsA,37,1,Great Ape
SERHL2,bsA1,bsA,32,1,Primate
SERHL2,bsA1,bsA,33,0.91541,Haplorhine
SERINC1,bsA1,bsA,12,0.844207,Human
SERINC1,bsA1,bsA,41,1,Homo-Pan
SERINC1,bsA1,bsA,34,1,Primate
SERINC1,bsA1,bsA,39,1,Great Ape
SERINC1,bsA1,bsA,35,1,Haplorhine
SERINC2,bsA1,bsA,12,1,Human
SERINC2,bsA1,bsA,41,1,Homo-Pan
SERINC2,bsA1,bsA,34,1,Primate
SERINC2,bsA1,bsA,39,0.998872,Great Ape
SERINC2,bsA1,bsA,35,1,Haplorhine
SERINC3,bsA1,bsA,12,1,Human
SERINC3,bsA1,bsA,41,1,Homo-Pan
SERINC3,bsA1,bsA,34,0.975803,Primate
SERINC3,bsA1,bsA,39,1,Great Ape
SERINC3,bsA1,bsA,35,0.578763,Haplorhine
SERINC4,bsA1,bsA,12,1,Human
SERINC4,bsA1,bsA,41,1,Homo-Pan
SERINC4,bsA1,bsA,34,0.998404,Primate
SERINC4,bsA1,bsA,39,1,Great Ape
SERINC4,bsA1,bsA,35,1,Haplorhine
SERINC5,bsA1,bsA,12,1,Human
SERINC5,bsA1,bsA,41,1,Homo-Pan
SERINC5,bsA1,bsA,34,1,Primate
SERINC5,bsA1,bsA,39,1,Great Ape
SERINC5,bsA1,bsA,35,0.391254,Haplorhine
SERP1,bsA1,bsA,12,1,Human
SERP1,bsA1,bsA,41,1,Homo-Pan
SERP1,bsA1,bsA,34,1,Primate
SERP1,bsA1,bsA,39,1,Great Ape
SERP1,bsA1,bsA,35,0.995082,Haplorhine
SERP2,bsA1,bsA,12,1,Human
SERP2,bsA1,bsA,41,1,Homo-Pan
SERP2,bsA1,bsA,34,1,Primate
SERP2,bsA1,bsA,39,1,Great Ape
SERP2,bsA1,bsA,35,1,Haplorhine
SERPINA1,bsA1,bsA,12,1,Human
SERPINA1,bsA1,bsA,41,0.011865,Homo-Pan
SERPINA1,bsA1,bsA,34,1,Primate
SERPINA1,bsA1,bsA,39,1,Great Ape
SERPINA1,bsA1,bsA,35,1,Haplorhine
SERPINA10,bsA1,bsA,12,0.970196,Human
SERPINA10,bsA1,bsA,41,1,Homo-Pan
SERPINA10,bsA1,bsA,34,1,Primate
SERPINA10,bsA1,bsA,39,0.971349,Great Ape
SERPINA10,bsA1,bsA,35,1,Haplorhine
SERPINA11,bsA1,bsA,12,1,Human
SERPINA11,bsA1,bsA,41,0.998872,Homo-Pan
SERPINA11,bsA1,bsA,34,1,Primate
SERPINA11,bsA1,bsA,39,0.888401,Great Ape
SERPINA11,bsA1,bsA,35,0.841947,Haplorhine
SERPINA12,bsA1,bsA,12,1,Human
SERPINA12,bsA1,bsA,41,1,Homo-Pan
SERPINA12,bsA1,bsA,34,1,Primate
SERPINA12,bsA1,bsA,39,1,Great Ape
SERPINA12,bsA1,bsA,35,0.142865,Haplorhine
SERPINA2,bsA1,bsA,10,1,Human
SERPINA2,bsA1,bsA,36,0.996432,Homo-Pan
SERPINA2,bsA1,bsA,34,0.998872,Great Ape
SERPINA4,bsA1,bsA,12,0.765319,Human
SERPINA4,bsA1,bsA,41,1,Homo-Pan
SERPINA4,bsA1,bsA,34,0.00299,Primate
SERPINA4,bsA1,bsA,39,1,Great Ape
SERPINA4,bsA1,bsA,35,0.057134,Haplorhine
SERPINA5,bsA1,bsA,12,1,Human
SERPINA5,bsA1,bsA,41,1,Homo-Pan
SERPINA5,bsA1,bsA,34,1,Primate
SERPINA5,bsA1,bsA,39,1,Great Ape
SERPINA5,bsA1,bsA,35,1,Haplorhine
SERPINA6,bsA1,bsA,12,1,Human
SERPINA6,bsA1,bsA,41,1,Homo-Pan
SERPINA6,bsA1,bsA,34,0.971194,Primate
SERPINA6,bsA1,bsA,39,1,Great Ape
SERPINA6,bsA1,bsA,35,1,Haplorhine
SERPINA7,bsA1,bsA,11,1,Human
SERPINA7,bsA1,bsA,39,1,Homo-Pan
SERPINA7,bsA1,bsA,32,1,Primate
SERPINA7,bsA1,bsA,37,1,Great Ape
SERPINA7,bsA1,bsA,33,1,Haplorhine
SERPINA9,bsA1,bsA,11,1,Human
SERPINA9,bsA1,bsA,39,0.746343,Homo-Pan
SERPINA9,bsA1,bsA,32,1,Primate
SERPINA9,bsA1,bsA,37,1,Great Ape
SERPINA9,bsA1,bsA,33,1,Haplorhine
SERPINB1,bsA1,bsA,12,1,Human
SERPINB1,bsA1,bsA,41,1,Homo-Pan
SERPINB1,bsA1,bsA,34,1,Primate
SERPINB1,bsA1,bsA,39,1,Great Ape
SERPINB1,bsA1,bsA,35,1,Haplorhine
SERPINB10,bsA1,bsA,12,0.420382,Human
SERPINB10,bsA1,bsA,41,1,Homo-Pan
SERPINB10,bsA1,bsA,34,1,Primate
SERPINB10,bsA1,bsA,39,1,Great Ape
SERPINB10,bsA1,bsA,35,0.996615,Haplorhine
SERPINB11,bsA1,bsA,12,0.017342,Human
SERPINB11,bsA1,bsA,41,0.423168,Homo-Pan
SERPINB11,bsA1,bsA,34,0.786095,Primate
SERPINB11,bsA1,bsA,39,1,Great Ape
SERPINB11,bsA1,bsA,35,1,Haplorhine
SERPINB13,bsA1,bsA,12,0.166298,Human
SERPINB13,bsA1,bsA,41,1,Homo-Pan
SERPINB13,bsA1,bsA,34,1,Primate
SERPINB13,bsA1,bsA,39,1,Great Ape
SERPINB13,bsA1,bsA,35,1,Haplorhine
SERPINB2,bsA1,bsA,12,0.974126,Human
SERPINB2,bsA1,bsA,41,1,Homo-Pan
SERPINB2,bsA1,bsA,34,1,Primate
SERPINB2,bsA1,bsA,39,1,Great Ape
SERPINB2,bsA1,bsA,35,1,Haplorhine
SERPINB5,bsA1,bsA,12,1,Human
SERPINB5,bsA1,bsA,41,1,Homo-Pan
SERPINB5,bsA1,bsA,34,1,Primate
SERPINB5,bsA1,bsA,39,1,Great Ape
SERPINB5,bsA1,bsA,35,1,Haplorhine
SERPINB6,bsA1,bsA,12,1,Human
SERPINB6,bsA1,bsA,41,1,Homo-Pan
SERPINB6,bsA1,bsA,34,1,Primate
SERPINB6,bsA1,bsA,39,0.939913,Great Ape
SERPINB6,bsA1,bsA,35,1,Haplorhine
SERPINB7,bsA1,bsA,12,1,Human
SERPINB7,bsA1,bsA,41,0.990903,Homo-Pan
SERPINB7,bsA1,bsA,34,0.889584,Primate
SERPINB7,bsA1,bsA,39,0.641408,Great Ape
SERPINB7,bsA1,bsA,35,1,Haplorhine
SERPINB8,bsA1,bsA,12,1,Human
SERPINB8,bsA1,bsA,41,1,Homo-Pan
SERPINB8,bsA1,bsA,34,1,Primate
SERPINB8,bsA1,bsA,39,1,Great Ape
SERPINB8,bsA1,bsA,35,1,Haplorhine
SERPINB9,bsA1,bsA,12,0.262237,Human
SERPINB9,bsA1,bsA,41,1,Homo-Pan
SERPINB9,bsA1,bsA,34,0.845608,Primate
SERPINB9,bsA1,bsA,39,0.998872,Great Ape
SERPINB9,bsA1,bsA,35,1,Haplorhine
SERPINC1,bsA1,bsA,12,1,Human
SERPINC1,bsA1,bsA,41,1,Homo-Pan
SERPINC1,bsA1,bsA,34,1,Primate
SERPINC1,bsA1,bsA,39,1,Great Ape
SERPINC1,bsA1,bsA,35,1,Haplorhine
SERPIND1,bsA1,bsA,12,1,Human
SERPIND1,bsA1,bsA,41,0.536926,Homo-Pan
SERPIND1,bsA1,bsA,34,0.696686,Primate
SERPIND1,bsA1,bsA,39,0.992431,Great Ape
SERPIND1,bsA1,bsA,35,1,Haplorhine
SERPINE1,bsA1,bsA,12,1,Human
SERPINE1,bsA1,bsA,41,1,Homo-Pan
SERPINE1,bsA1,bsA,34,1,Primate
SERPINE1,bsA1,bsA,39,1,Great Ape
SERPINE1,bsA1,bsA,35,0.004787,Haplorhine
SERPINE2,bsA1,bsA,12,1,Human
SERPINE2,bsA1,bsA,41,1,Homo-Pan
SERPINE2,bsA1,bsA,34,0.964742,Primate
SERPINE2,bsA1,bsA,39,1,Great Ape
SERPINE2,bsA1,bsA,35,1,Haplorhine
SERPINE3,bsA1,bsA,12,0.687979,Human
SERPINE3,bsA1,bsA,41,1,Homo-Pan
SERPINE3,bsA1,bsA,34,0.675008,Primate
SERPINE3,bsA1,bsA,39,1,Great Ape
SERPINE3,bsA1,bsA,35,1,Haplorhine
SERPINF1,bsA1,bsA,12,1,Human
SERPINF1,bsA1,bsA,41,1,Homo-Pan
SERPINF1,bsA1,bsA,34,1,Primate
SERPINF1,bsA1,bsA,39,1,Great Ape
SERPINF1,bsA1,bsA,35,0.986939,Haplorhine
SERPINF2,bsA1,bsA,12,1,Human
SERPINF2,bsA1,bsA,41,1,Homo-Pan
SERPINF2,bsA1,bsA,34,0.407446,Primate
SERPINF2,bsA1,bsA,39,1,Great Ape
SERPINF2,bsA1,bsA,35,0.066006,Haplorhine
SERPING1,bsA1,bsA,12,1,Human
SERPING1,bsA1,bsA,41,1,Homo-Pan
SERPING1,bsA1,bsA,34,1,Primate
SERPING1,bsA1,bsA,39,1,Great Ape
SERPING1,bsA1,bsA,35,1,Haplorhine
SERPINH1,bsA1,bsA,12,0.998872,Human
SERPINH1,bsA1,bsA,41,1,Homo-Pan
SERPINH1,bsA1,bsA,34,1,Primate
SERPINH1,bsA1,bsA,39,1,Great Ape
SERPINH1,bsA1,bsA,35,1,Haplorhine
SERPINI1,bsA1,bsA,12,0.89945,Human
SERPINI1,bsA1,bsA,41,1,Homo-Pan
SERPINI1,bsA1,bsA,34,1,Primate
SERPINI1,bsA1,bsA,39,1,Great Ape
SERPINI1,bsA1,bsA,35,1,Haplorhine
SERPINI2,bsA1,bsA,12,1,Human
SERPINI2,bsA1,bsA,41,0.449853,Homo-Pan
SERPINI2,bsA1,bsA,34,1,Primate
SERPINI2,bsA1,bsA,39,1,Great Ape
SERPINI2,bsA1,bsA,35,1,Haplorhine
SERTAD1,bsA1,bsA,11,1,Human
SERTAD1,bsA1,bsA,40,1,Homo-Pan
SERTAD1,bsA1,bsA,33,1,Primate
SERTAD1,bsA1,bsA,38,1,Great Ape
SERTAD1,bsA1,bsA,34,1,Haplorhine
SERTAD2,bsA1,bsA,12,1,Human
SERTAD2,bsA1,bsA,41,1,Homo-Pan
SERTAD2,bsA1,bsA,34,1,Primate
SERTAD2,bsA1,bsA,39,1,Great Ape
SERTAD2,bsA1,bsA,35,1,Haplorhine
SERTAD3,bsA1,bsA,12,1,Human
SERTAD3,bsA1,bsA,41,0.100188,Homo-Pan
SERTAD3,bsA1,bsA,34,1,Primate
SERTAD3,bsA1,bsA,39,0.100189,Great Ape
SERTAD3,bsA1,bsA,35,1,Haplorhine
SERTAD4,bsA1,bsA,12,0.246332,Human
SERTAD4,bsA1,bsA,41,1,Homo-Pan
SERTAD4,bsA1,bsA,34,1,Primate
SERTAD4,bsA1,bsA,39,1,Great Ape
SERTAD4,bsA1,bsA,35,1,Haplorhine
SERTM1,bsA1,bsA,12,0.997015,Human
SERTM1,bsA1,bsA,41,0.997015,Homo-Pan
SERTM1,bsA1,bsA,34,1,Primate
SERTM1,bsA1,bsA,39,0.997236,Great Ape
SERTM1,bsA1,bsA,35,1,Haplorhine
SERTM2,bsA1,bsA,12,1,Human
SERTM2,bsA1,bsA,41,1,Homo-Pan
SERTM2,bsA1,bsA,34,0.992101,Primate
SERTM2,bsA1,bsA,39,1,Great Ape
SERTM2,bsA1,bsA,35,0.998046,Haplorhine
SESN1,bsA1,bsA,12,0.968093,Human
SESN1,bsA1,bsA,41,1,Homo-Pan
SESN1,bsA1,bsA,34,1,Primate
SESN1,bsA1,bsA,39,1,Great Ape
SESN1,bsA1,bsA,35,1,Haplorhine
SESN2,bsA1,bsA,12,1,Human
SESN2,bsA1,bsA,41,1,Homo-Pan
SESN2,bsA1,bsA,34,1,Primate
SESN2,bsA1,bsA,39,1,Great Ape
SESN2,bsA1,bsA,35,1,Haplorhine
SESN3,bsA1,bsA,12,1,Human
SESN3,bsA1,bsA,41,1,Homo-Pan
SESN3,bsA1,bsA,34,1,Primate
SESN3,bsA1,bsA,39,1,Great Ape
SESN3,bsA1,bsA,35,1,Haplorhine
SESTD1,bsA1,bsA,12,1,Human
SESTD1,bsA1,bsA,41,0.817687,Homo-Pan
SESTD1,bsA1,bsA,34,0.998404,Primate
SESTD1,bsA1,bsA,39,0.998872,Great Ape
SESTD1,bsA1,bsA,35,0.222149,Haplorhine
SETBP1,bsA1,bsA,12,1,Human
SETBP1,bsA1,bsA,41,0.434981,Homo-Pan
SETBP1,bsA1,bsA,34,1,Primate
SETBP1,bsA1,bsA,39,1,Great Ape
SETBP1,bsA1,bsA,35,0.986842,Haplorhine
SETD1A,bsA1,bsA,12,1,Human
SETD1A,bsA1,bsA,41,1,Homo-Pan
SETD1A,bsA1,bsA,34,1,Primate
SETD1A,bsA1,bsA,39,1,Great Ape
SETD1A,bsA1,bsA,35,0.715553,Haplorhine
SETD1B,bsA1,bsA,12,1,Human
SETD1B,bsA1,bsA,41,0.354242,Homo-Pan
SETD1B,bsA1,bsA,34,0.880455,Primate
SETD1B,bsA1,bsA,39,1,Great Ape
SETD1B,bsA1,bsA,35,1,Haplorhine
SETD2,bsA1,bsA,12,1,Human
SETD2,bsA1,bsA,41,1,Homo-Pan
SETD2,bsA1,bsA,34,1,Primate
SETD2,bsA1,bsA,39,1,Great Ape
SETD2,bsA1,bsA,35,1,Haplorhine
SETD3,bsA1,bsA,12,1,Human
SETD3,bsA1,bsA,41,1,Homo-Pan
SETD3,bsA1,bsA,34,0.998404,Primate
SETD3,bsA1,bsA,39,0.998872,Great Ape
SETD3,bsA1,bsA,35,1,Haplorhine
SETD4,bsA1,bsA,12,1,Human
SETD4,bsA1,bsA,41,1,Homo-Pan
SETD4,bsA1,bsA,34,0.799292,Primate
SETD4,bsA1,bsA,39,1,Great Ape
SETD4,bsA1,bsA,35,0.76111,Haplorhine
SETD5,bsA1,bsA,12,1,Human
SETD5,bsA1,bsA,41,1,Homo-Pan
SETD5,bsA1,bsA,34,0.998872,Primate
SETD5,bsA1,bsA,39,0.998046,Great Ape
SETD5,bsA1,bsA,35,1,Haplorhine
SETD6,bsA1,bsA,12,1,Human
SETD6,bsA1,bsA,41,1,Homo-Pan
SETD6,bsA1,bsA,34,1,Primate
SETD6,bsA1,bsA,39,1,Great Ape
SETD6,bsA1,bsA,35,1,Haplorhine
SETD7,bsA1,bsA,12,1,Human
SETD7,bsA1,bsA,41,1,Homo-Pan
SETD7,bsA1,bsA,34,1,Primate
SETD7,bsA1,bsA,39,0.998404,Great Ape
SETD7,bsA1,bsA,35,0.989296,Haplorhine
SETD9,bsA1,bsA,12,0.409737,Human
SETD9,bsA1,bsA,41,1,Homo-Pan
SETD9,bsA1,bsA,34,0.912894,Primate
SETD9,bsA1,bsA,39,1,Great Ape
SETD9,bsA1,bsA,35,1,Haplorhine
SETDB1,bsA1,bsA,12,1,Human
SETDB1,bsA1,bsA,41,1,Homo-Pan
SETDB1,bsA1,bsA,34,0.003648,Primate
SETDB1,bsA1,bsA,39,1,Great Ape
SETDB1,bsA1,bsA,35,1,Haplorhine
SETDB2,bsA1,bsA,12,1,Human
SETDB2,bsA1,bsA,41,1,Homo-Pan
SETDB2,bsA1,bsA,34,1,Primate
SETDB2,bsA1,bsA,39,1,Great Ape
SETDB2,bsA1,bsA,35,1,Haplorhine
SETMAR,bsA1,bsA,12,1,Human
SETMAR,bsA1,bsA,41,0.294174,Homo-Pan
SETMAR,bsA1,bsA,34,1,Primate
SETMAR,bsA1,bsA,39,0.997477,Great Ape
SETMAR,bsA1,bsA,35,0.998872,Haplorhine
SETX,bsA1,bsA,12,1,Human
SETX,bsA1,bsA,41,1,Homo-Pan
SETX,bsA1,bsA,34,1,Primate
SETX,bsA1,bsA,39,1,Great Ape
SETX,bsA1,bsA,35,1,Haplorhine
SEZ6,bsA1,bsA,12,0.636003,Human
SEZ6,bsA1,bsA,41,1,Homo-Pan
SEZ6,bsA1,bsA,34,1,Primate
SEZ6,bsA1,bsA,39,1,Great Ape
SEZ6,bsA1,bsA,35,1,Haplorhine
SEZ6L,bsA1,bsA,12,0.672672,Human
SEZ6L,bsA1,bsA,41,0.996432,Homo-Pan
SEZ6L,bsA1,bsA,34,1,Primate
SEZ6L,bsA1,bsA,39,1,Great Ape
SEZ6L,bsA1,bsA,35,1,Haplorhine
SEZ6L2,bsA1,bsA,12,0.830718,Human
SEZ6L2,bsA1,bsA,41,1,Homo-Pan
SEZ6L2,bsA1,bsA,34,0.998404,Primate
SEZ6L2,bsA1,bsA,39,1,Great Ape
SEZ6L2,bsA1,bsA,35,1,Haplorhine
SF1,bsA1,bsA,12,0.998404,Human
SF1,bsA1,bsA,41,1,Homo-Pan
SF1,bsA1,bsA,34,1,Primate
SF1,bsA1,bsA,39,1,Great Ape
SF1,bsA1,bsA,35,1,Haplorhine
SF3A1,bsA1,bsA,12,0.994589,Human
SF3A1,bsA1,bsA,41,1,Homo-Pan
SF3A1,bsA1,bsA,34,1,Primate
SF3A1,bsA1,bsA,39,0.99126,Great Ape
SF3A1,bsA1,bsA,35,0.996091,Haplorhine
SF3A2,bsA1,bsA,12,1,Human
SF3A2,bsA1,bsA,41,1,Homo-Pan
SF3A2,bsA1,bsA,34,0.749047,Primate
SF3A2,bsA1,bsA,39,1,Great Ape
SF3A2,bsA1,bsA,35,1,Haplorhine
SF3A3,bsA1,bsA,12,0.998872,Human
SF3A3,bsA1,bsA,41,1,Homo-Pan
SF3A3,bsA1,bsA,34,1,Primate
SF3A3,bsA1,bsA,39,1,Great Ape
SF3A3,bsA1,bsA,35,1,Haplorhine
SF3B1,bsA1,bsA,12,0.989236,Human
SF3B1,bsA1,bsA,41,0.993044,Homo-Pan
SF3B1,bsA1,bsA,34,0.995213,Primate
SF3B1,bsA1,bsA,39,1,Great Ape
SF3B1,bsA1,bsA,35,1,Haplorhine
SF3B2,bsA1,bsA,12,1,Human
SF3B2,bsA1,bsA,41,0.997743,Homo-Pan
SF3B2,bsA1,bsA,34,1,Primate
SF3B2,bsA1,bsA,39,1,Great Ape
SF3B2,bsA1,bsA,35,1,Haplorhine
SF3B3,bsA1,bsA,12,1,Human
SF3B3,bsA1,bsA,41,1,Homo-Pan
SF3B3,bsA1,bsA,34,1,Primate
SF3B3,bsA1,bsA,39,1,Great Ape
SF3B3,bsA1,bsA,35,1,Haplorhine
SF3B4,bsA1,bsA,12,1,Human
SF3B4,bsA1,bsA,41,1,Homo-Pan
SF3B4,bsA1,bsA,34,0.343291,Primate
SF3B4,bsA1,bsA,39,1,Great Ape
SF3B4,bsA1,bsA,35,0.638807,Haplorhine
SF3B5,bsA1,bsA,12,1,Human
SF3B5,bsA1,bsA,41,0.998404,Homo-Pan
SF3B5,bsA1,bsA,34,1,Primate
SF3B5,bsA1,bsA,39,1,Great Ape
SF3B5,bsA1,bsA,35,1,Haplorhine
SF3B6,bsA1,bsA,12,0.980393,Human
SF3B6,bsA1,bsA,41,1,Homo-Pan
SF3B6,bsA1,bsA,34,0.758426,Primate
SF3B6,bsA1,bsA,39,1,Great Ape
SF3B6,bsA1,bsA,35,1,Haplorhine
SFI1,bsA1,bsA,12,1,Human
SFI1,bsA1,bsA,41,0.566604,Homo-Pan
SFI1,bsA1,bsA,34,1,Primate
SFI1,bsA1,bsA,39,0.716429,Great Ape
SFI1,bsA1,bsA,35,1,Haplorhine
SFMBT1,bsA1,bsA,12,1,Human
SFMBT1,bsA1,bsA,41,0.293238,Homo-Pan
SFMBT1,bsA1,bsA,34,1,Primate
SFMBT1,bsA1,bsA,39,1,Great Ape
SFMBT1,bsA1,bsA,35,1,Haplorhine
SFMBT2,bsA1,bsA,12,0.998046,Human
SFMBT2,bsA1,bsA,41,1,Homo-Pan
SFMBT2,bsA1,bsA,34,0.992264,Primate
SFMBT2,bsA1,bsA,39,0.984989,Great Ape
SFMBT2,bsA1,bsA,35,0.990492,Haplorhine
SFN,bsA1,bsA,12,1,Human
SFN,bsA1,bsA,41,0.994707,Homo-Pan
SFN,bsA1,bsA,34,1,Primate
SFN,bsA1,bsA,39,1,Great Ape
SFN,bsA1,bsA,35,1,Haplorhine
SFPQ,bsA1,bsA,12,1,Human
SFPQ,bsA1,bsA,41,1,Homo-Pan
SFPQ,bsA1,bsA,34,1,Primate
SFPQ,bsA1,bsA,39,1,Great Ape
SFPQ,bsA1,bsA,35,0.984488,Haplorhine
SFR1,bsA1,bsA,12,0.249,Human
SFR1,bsA1,bsA,41,0.62173,Homo-Pan
SFR1,bsA1,bsA,34,1,Primate
SFR1,bsA1,bsA,39,1,Great Ape
SFR1,bsA1,bsA,35,1,Haplorhine
SFRP1,bsA1,bsA,12,1,Human
SFRP1,bsA1,bsA,41,1,Homo-Pan
SFRP1,bsA1,bsA,34,1,Primate
SFRP1,bsA1,bsA,39,0.998872,Great Ape
SFRP1,bsA1,bsA,35,1,Haplorhine
SFRP2,bsA1,bsA,12,1,Human
SFRP2,bsA1,bsA,41,1,Homo-Pan
SFRP2,bsA1,bsA,34,1,Primate
SFRP2,bsA1,bsA,39,1,Great Ape
SFRP2,bsA1,bsA,35,1,Haplorhine
SFRP4,bsA1,bsA,12,1,Human
SFRP4,bsA1,bsA,41,1,Homo-Pan
SFRP4,bsA1,bsA,34,1,Primate
SFRP4,bsA1,bsA,39,1,Great Ape
SFRP4,bsA1,bsA,35,0.48181,Haplorhine
SFRP5,bsA1,bsA,12,1,Human
SFRP5,bsA1,bsA,41,1,Homo-Pan
SFRP5,bsA1,bsA,34,1,Primate
SFRP5,bsA1,bsA,39,0.451681,Great Ape
SFRP5,bsA1,bsA,35,1,Haplorhine
SFSWAP,bsA1,bsA,12,0.611907,Human
SFSWAP,bsA1,bsA,41,0.998872,Homo-Pan
SFSWAP,bsA1,bsA,34,0.998872,Primate
SFSWAP,bsA1,bsA,39,1,Great Ape
SFSWAP,bsA1,bsA,35,1,Haplorhine
SFT2D1,bsA1,bsA,12,1,Human
SFT2D1,bsA1,bsA,41,0.997743,Homo-Pan
SFT2D1,bsA1,bsA,34,1,Primate
SFT2D1,bsA1,bsA,39,0.998872,Great Ape
SFT2D1,bsA1,bsA,35,1,Haplorhine
SFT2D2,bsA1,bsA,12,0.403732,Human
SFT2D2,bsA1,bsA,41,0.997743,Homo-Pan
SFT2D2,bsA1,bsA,34,0.994954,Primate
SFT2D2,bsA1,bsA,39,0.998046,Great Ape
SFT2D2,bsA1,bsA,35,1,Haplorhine
SFT2D3,bsA1,bsA,11,0.953653,Human
SFT2D3,bsA1,bsA,40,1,Homo-Pan
SFT2D3,bsA1,bsA,38,0.822199,Great Ape
SFTA2,bsA1,bsA,12,0.998872,Human
SFTA2,bsA1,bsA,40,0.998872,Homo-Pan
SFTA2,bsA1,bsA,33,1,Primate
SFTA2,bsA1,bsA,38,1,Great Ape
SFTA2,bsA1,bsA,34,1,Haplorhine
SFTPB,bsA1,bsA,12,1,Human
SFTPB,bsA1,bsA,41,1,Homo-Pan
SFTPB,bsA1,bsA,34,0.835673,Primate
SFTPB,bsA1,bsA,39,1,Great Ape
SFTPB,bsA1,bsA,35,1,Haplorhine
SFTPC,bsA1,bsA,12,0.305004,Human
SFTPC,bsA1,bsA,41,1,Homo-Pan
SFTPC,bsA1,bsA,34,1,Primate
SFTPC,bsA1,bsA,39,1,Great Ape
SFTPC,bsA1,bsA,35,1,Haplorhine
SFTPD,bsA1,bsA,12,1,Human
SFTPD,bsA1,bsA,41,1,Homo-Pan
SFTPD,bsA1,bsA,34,1,Primate
SFTPD,bsA1,bsA,39,1,Great Ape
SFTPD,bsA1,bsA,35,1,Haplorhine
SFXN1,bsA1,bsA,12,1,Human
SFXN1,bsA1,bsA,41,1,Homo-Pan
SFXN1,bsA1,bsA,34,0.998872,Primate
SFXN1,bsA1,bsA,39,1,Great Ape
SFXN1,bsA1,bsA,35,1,Haplorhine
SFXN2,bsA1,bsA,12,1,Human
SFXN2,bsA1,bsA,41,1,Homo-Pan
SFXN2,bsA1,bsA,34,1,Primate
SFXN2,bsA1,bsA,39,0.489047,Great Ape
SFXN2,bsA1,bsA,35,1,Haplorhine
SFXN3,bsA1,bsA,12,0.998872,Human
SFXN3,bsA1,bsA,41,1,Homo-Pan
SFXN3,bsA1,bsA,34,1,Primate
SFXN3,bsA1,bsA,39,1,Great Ape
SFXN3,bsA1,bsA,35,1,Haplorhine
SFXN4,bsA1,bsA,12,1,Human
SFXN4,bsA1,bsA,41,1,Homo-Pan
SFXN4,bsA1,bsA,34,1,Primate
SFXN4,bsA1,bsA,39,1,Great Ape
SFXN4,bsA1,bsA,35,1,Haplorhine
SFXN5,bsA1,bsA,12,1,Human
SFXN5,bsA1,bsA,41,1,Homo-Pan
SFXN5,bsA1,bsA,34,1,Primate
SFXN5,bsA1,bsA,39,0.998872,Great Ape
SFXN5,bsA1,bsA,35,1,Haplorhine
SGCA,bsA1,bsA,12,0.787443,Human
SGCA,bsA1,bsA,41,1,Homo-Pan
SGCA,bsA1,bsA,34,0.011602,Primate
SGCA,bsA1,bsA,39,1,Great Ape
SGCA,bsA1,bsA,35,1,Haplorhine
SGCB,bsA1,bsA,12,1,Human
SGCB,bsA1,bsA,41,1,Homo-Pan
SGCB,bsA1,bsA,34,1,Primate
SGCB,bsA1,bsA,39,1,Great Ape
SGCB,bsA1,bsA,35,0.998872,Haplorhine
