gene,branch,p
SYNGR1,Human,0.395122492
SYNGR2,Haplorhine,1
SYNGR2,Primate,1
SYNGR2,Great Ape,1
SYNGR2,Human,1
SYNGR3,Primate,0.467635478
SYNGR3,Primate,1
SYNGR3,Human,1
SYNGR4,Homo-Pan,1
SYNGR4,Haplorhine,1
SYNGR4,Primate,1
SYNGR4,Great Ape,1
SYNGR4,Human,1
SYNJ1,Homo-Pan,1
SYNJ1,Haplorhine,1
SYNJ1,Primate,1
SYNJ1,Great Ape,1
SYNJ1,Human,1
SYNJ2,Homo-Pan,1
SYNJ2,Haplorhine,1
SYNJ2,Primate,1
SYNJ2,Great Ape,1
SYNJ2,Human,1
SYNJ2BP,Primate,1
SYNJ2BP,Human,1
SYNM,Homo-Pan,1
SYNM,Haplorhine,1
SYNM,Primate,1
SYNM,Great Ape,1
SYNM,Human,1
SYNPO,Homo-Pan,1
SYNPO,Haplorhine,1
SYNPO,Primate,1
SYNPO,Great Ape,0.386393434
SYNPO,Human,1
SYNPO2,Haplorhine,1
SYNPO2,Primate,1
SYNPO2,Great Ape,1
SYNPO2,Human,1
SYNPO2L,Homo-Pan,1
SYNPO2L,Haplorhine,1
SYNPO2L,Primate,1
SYNPO2L,Great Ape,1
SYNPO2L,Human,1
SYNPR,Haplorhine,1
SYNPR,Primate,1
SYNPR,Great Ape,0.295918415
SYNPR,Human,1
SYNRG,Haplorhine,1
SYNRG,Primate,1
SYNRG,Great Ape,1
SYNRG,Human,1
SYP,Haplorhine,1
SYP,Primate,1
SYP,Great Ape,1
SYP,Human,0.326090127
SYPL1,Haplorhine,1
SYPL1,Primate,0.439767497
SYPL1,Human,1
SYPL2,Haplorhine,1
SYPL2,Primate,1
SYPL2,Human,1
SYS1,Haplorhine,1
SYS1,Primate,1
SYS1,Human,1
SYT1,Haplorhine,1
SYT1,Primate,1
SYT1,Human,1
SYT10,Homo-Pan,1
SYT10,Haplorhine,1
SYT10,Primate,1
SYT10,Human,1
SYT11,Haplorhine,1
SYT11,Primate,1
SYT11,Human,1
SYT12,Homo-Pan,1
SYT12,Haplorhine,1
SYT12,Primate,1
SYT12,Human,0.355442715
SYT13,Haplorhine,0.454126762
SYT13,Primate,1
SYT13,Great Ape,1
SYT13,Human,1
SYT14,Haplorhine,1
SYT14,Primate,1
SYT14,Great Ape,1
SYT14,Human,1
SYT15,Homo-Pan,1
SYT15,Primate,1
SYT15,Haplorhine,1
SYT15,Human,1
SYT16,Haplorhine,1
SYT16,Primate,1
SYT16,Great Ape,1
SYT16,Human,0.374499777
SYT17,Haplorhine,1
SYT17,Primate,1
SYT17,Great Ape,1
SYT17,Human,1
SYT2,Homo-Pan,1
SYT2,Haplorhine,1
SYT2,Primate,1
SYT2,Human,1
SYT3,Homo-Pan,1
SYT3,Haplorhine,1
SYT3,Primate,1
SYT3,Human,1
SYT4,Haplorhine,1
SYT4,Primate,1
SYT4,Great Ape,1
SYT4,Human,1
SYT5,Haplorhine,1
SYT5,Primate,1
SYT5,Great Ape,0.343751435
SYT5,Human,1
SYT6,Homo-Pan,1
SYT6,Haplorhine,1
SYT6,Primate,1
SYT6,Great Ape,1
SYT6,Human,1
SYT7,Homo-Pan,1
SYT7,Haplorhine,1
SYT7,Primate,1
SYT7,Great Ape,1
SYT7,Human,1
SYT8,Primate,1
SYT8,Haplorhine,1
SYT8,Great Ape,1
SYT8,Homo-Pan,1
SYT8,Human,1
SYT9,Haplorhine,1
SYT9,Primate,1
SYT9,Human,1
SYTL1,Homo-Pan,0.323095771
SYTL1,Haplorhine,0.368547827
SYTL1,Primate,1
SYTL1,Great Ape,1
SYTL1,Human,1
SYTL2,Homo-Pan,0.205117766
SYTL2,Haplorhine,1
SYTL2,Primate,1
SYTL2,Great Ape,0.497294705
SYTL2,Human,1
SYTL3,Homo-Pan,0.114791803
SYTL3,Haplorhine,1
SYTL3,Primate,1
SYTL3,Great Ape,1
SYTL3,Human,1
SYTL4,Homo-Pan,0.293075823
SYTL4,Haplorhine,0.178259169
SYTL4,Primate,1
SYTL4,Great Ape,1
SYTL4,Human,1
SYTL5,Homo-Pan,1
SYTL5,Haplorhine,1
SYTL5,Primate,1
SYTL5,Great Ape,1
SYTL5,Human,1
SYVN1,Haplorhine,1
SYVN1,Primate,1
SYVN1,Great Ape,1
SYVN1,Human,1
SZRD1,Haplorhine,0.34401541
SZRD1,Great Ape,1
SZRD1,Human,1
SZT2,Homo-Pan,1
SZT2,Haplorhine,1
SZT2,Primate,1
SZT2,Great Ape,1
SZT2,Human,1
TAAR1,Homo-Pan,0.202533993
TAAR1,Haplorhine,0.322516436
TAAR1,Primate,1
TAAR1,Great Ape,1
TAAR1,Human,1
TAAR2,Homo-Pan,0.310420895
TAAR2,Haplorhine,0.47298312
TAAR2,Primate,1
TAAR2,Human,0.468270156
TAAR5,Primate,1
TAAR5,Primate,1
TAAR5,Human,1
TAAR6,Homo-Pan,1
TAAR6,Primate,1
TAAR6,Haplorhine,1
TAAR6,Great Ape,1
TAAR6,Human,1
TAAR9,Homo-Pan,1
TAAR9,Primate,1
TAAR9,Haplorhine,1
TAAR9,Human,0.5
TAB1,Homo-Pan,1
TAB1,Haplorhine,1
TAB1,Primate,1
TAB1,Great Ape,1
TAB1,Human,1
TAB2,Homo-Pan,1
TAB2,Haplorhine,1
TAB2,Primate,1
TAB2,Great Ape,1
TAB2,Human,1
TAB3,Haplorhine,1
TAB3,Primate,1
TAB3,Human,1
TAC1,Primate,1
TAC1,Human,0.292370919
TAC3,Homo-Pan,1
TAC3,Haplorhine,0.405348077
TAC3,Primate,1
TAC3,Human,1
TAC4,Haplorhine,0.330118245
TAC4,Primate,1
TAC4,Human,0.289145002
TACC1,Homo-Pan,1
TACC1,Haplorhine,1
TACC1,Primate,1
TACC1,Human,1
TACC2,Homo-Pan,1
TACC2,Haplorhine,1
TACC2,Primate,1
TACC2,Great Ape,1
TACC2,Human,0.287615675
TACO1,Haplorhine,1
TACO1,Primate,1
TACO1,Great Ape,0.156856281
TACO1,Human,1
TACR1,Primate,1
TACR1,Primate,1
TACR1,Primate,1
TACR1,Human,1
TACR2,Homo-Pan,1
TACR2,Haplorhine,1
TACR2,Primate,1
TACR2,Great Ape,0.28689219
TACR2,Human,1
TACR3,Homo-Pan,0.487760673
TACR3,Primate,1
TACR3,Haplorhine,1
TACR3,Great Ape,1
TACR3,Human,1
TACSTD2,Primate,1
TACSTD2,Primate,1
TACSTD2,Primate,1
TACSTD2,Human,1
TADA1,Haplorhine,1
TADA1,Primate,1
TADA1,Great Ape,1
TADA1,Human,1
TADA2A,Haplorhine,1
TADA2A,Primate,1
TADA2A,Human,1
TADA2B,Homo-Pan,1
TADA2B,Haplorhine,0.487905461
TADA2B,Primate,1
TADA2B,Great Ape,0.433668257
TADA2B,Human,1
TADA3,Homo-Pan,1
TADA3,Haplorhine,1
TADA3,Primate,1
TADA3,Great Ape,1
TADA3,Human,1
TAF10,Haplorhine,1
TAF10,Haplorhine,1
TAF10,Primate,1
TAF10,Haplorhine,1
TAF10,Human,1
TAF11,Homo-Pan,0.292810033
TAF11,Haplorhine,1
TAF11,Primate,1
TAF11,Great Ape,1
TAF11,Human,0
TAF12,Primate,1
TAF12,Human,1
TAF13,Haplorhine,1
TAF13,Primate,1
TAF13,Human,1
TAF15,Homo-Pan,0.288343085
TAF15,Haplorhine,1
TAF15,Primate,1
TAF15,Great Ape,0.476547916
TAF15,Human,1
TAF1A,Haplorhine,1
TAF1A,Primate,1
TAF1A,Great Ape,0.141176767
TAF1A,Human,0.30204532
TAF1B,Homo-Pan,1
TAF1B,Haplorhine,0.486483665
TAF1B,Primate,1
TAF1B,Great Ape,1
TAF1B,Human,1
TAF1C,Homo-Pan,1
TAF1C,Haplorhine,1
TAF1C,Primate,1
TAF1C,Great Ape,1
TAF1C,Human,1
TAF1D,Homo-Pan,1
TAF1D,Haplorhine,1
TAF1D,Primate,1
TAF1D,Human,1
TAF1L,Great Ape,1
TAF1L,Homo-Pan,1
TAF1L,Human,1
TAF2,Haplorhine,1
TAF2,Primate,1
TAF2,Great Ape,1
TAF2,Human,1
TAF3,Homo-Pan,1
TAF3,Haplorhine,1
TAF3,Primate,1
TAF3,Great Ape,1
TAF3,Human,1
TAF4,Homo-Pan,1
TAF4,Primate,1
TAF4,Haplorhine,1
TAF4,Great Ape,1
TAF4,Human,1
TAF4B,Haplorhine,1
TAF4B,Primate,1
TAF4B,Great Ape,1
TAF4B,Human,1
TAF5,Homo-Pan,1
TAF5,Haplorhine,1
TAF5,Primate,1
TAF5,Great Ape,1
TAF5,Human,1
TAF5L,Homo-Pan,1
TAF5L,Haplorhine,1
TAF5L,Primate,1
TAF5L,Great Ape,1
TAF5L,Human,1
TAF6,Homo-Pan,1
TAF6,Haplorhine,1
TAF6,Primate,1
TAF6,Great Ape,1
TAF6,Human,1
TAF6L,Homo-Pan,1
TAF6L,Haplorhine,0.387508176
TAF6L,Primate,1
TAF6L,Great Ape,1
TAF6L,Human,1
TAF7,Haplorhine,1
TAF7,Primate,0.34945166
TAF7,Great Ape,1
TAF7,Human,1
TAF7L,Homo-Pan,0.485903417
TAF7L,Haplorhine,1
TAF7L,Primate,1
TAF7L,Great Ape,1
TAF7L,Human,0.42689753
TAF8,Homo-Pan,1
TAF8,Haplorhine,1
TAF8,Primate,1
TAF8,Human,1
TAF9,Haplorhine,1
TAF9,Primate,1
TAF9,Human,1
TAF9B,Haplorhine,1
TAF9B,Primate,1
TAF9B,Human,1
TAFA1,Haplorhine,1
TAFA1,Primate,1
TAFA1,Great Ape,1
TAFA1,Human,1
TAFA2,Primate,1
TAFA2,Human,1
TAFA3,Haplorhine,1
TAFA3,Primate,1
TAFA3,Great Ape,0.33600999
TAFA3,Human,0.322023203
TAFA4,Homo-Pan,1
TAFA4,Primate,1
TAFA4,Haplorhine,1
TAFA4,Human,1
TAFA5,Primate,1
TAFA5,Haplorhine,1
TAFA5,Human,1
TAGAP,Homo-Pan,1
TAGAP,Haplorhine,1
TAGAP,Primate,1
TAGAP,Great Ape,1
TAGAP,Human,1
TAGLN,Haplorhine,1
TAGLN,Primate,1
TAGLN,Human,1
TAGLN2,Haplorhine,1
TAGLN2,Primate,1
TAGLN2,Human,1
TAGLN3,Primate,1
TAGLN3,Human,1
TAL1,Homo-Pan,1
TAL1,Haplorhine,1
TAL1,Primate,1
TAL1,Great Ape,0.233166415
TAL1,Human,0.328126306
TAL2,Haplorhine,1
TAL2,Primate,0.462250672
TAL2,Human,0.5
TALDO1,Haplorhine,1
TALDO1,Primate,1
TALDO1,Human,1
TAMM41,Primate,1
TAMM41,Primate,0.318307363
TAMM41,Human,1
TANC1,Homo-Pan,1
TANC1,Haplorhine,1
TANC1,Primate,1
TANC1,Great Ape,1
TANC1,Human,1
TANC2,Homo-Pan,1
TANC2,Haplorhine,1
TANC2,Primate,1
TANC2,Great Ape,1
TANC2,Human,1
TANGO2,Homo-Pan,1
TANGO2,Haplorhine,1
TANGO2,Primate,1
TANGO2,Great Ape,1
TANGO2,Human,1
TANGO6,Homo-Pan,1
TANGO6,Haplorhine,1
TANGO6,Primate,1
TANGO6,Great Ape,1
TANGO6,Human,1
TANK,Homo-Pan,0.305647554
TANK,Haplorhine,0.438378846
TANK,Primate,1
TANK,Human,1
TAOK1,Homo-Pan,1
TAOK1,Haplorhine,1
TAOK1,Primate,1
TAOK1,Great Ape,1
TAOK1,Human,1
TAOK2,Homo-Pan,1
TAOK2,Haplorhine,1
TAOK2,Primate,1
TAOK2,Great Ape,1
TAOK2,Human,1
TAOK3,Homo-Pan,1
TAOK3,Haplorhine,1
TAOK3,Primate,1
TAOK3,Human,1
TAP1,Primate,1
TAP1,Haplorhine,1
TAP1,Human,1
TAP2,Homo-Pan,1
TAP2,Primate,0.5
TAP2,Haplorhine,1
TAP2,Human,1
TAPBP,Homo-Pan,1
TAPBP,Primate,1
TAPBP,Haplorhine,1
TAPBP,Human,1
TAPBPL,Homo-Pan,0.145067339
TAPBPL,Haplorhine,0.464663132
TAPBPL,Primate,1
TAPBPL,Great Ape,1
TAPBPL,Human,1
TAPT1,Haplorhine,0.343502156
TAPT1,Primate,1
TAPT1,Great Ape,0.295693082
TAPT1,Human,1
TARBP1,Homo-Pan,1
TARBP1,Haplorhine,1
TARBP1,Primate,1
TARBP1,Great Ape,1
TARBP1,Human,1
TARBP2,Haplorhine,1
TARBP2,Primate,1
TARBP2,Great Ape,1
TARBP2,Human,1
TARDBP,Homo-Pan,1
TARDBP,Haplorhine,1
TARDBP,Primate,1
TARDBP,Great Ape,1
TARDBP,Human,1
TARM1,Primate,1
TARM1,Haplorhine,1
TARM1,Great Ape,1
TARM1,Homo-Pan,1
TARM1,Human,1
TARS2,Homo-Pan,0.282030694
TARS2,Haplorhine,0.365013728
TARS2,Primate,1
TARS2,Great Ape,0.453295838
TARS2,Human,1
TAS1R1,Haplorhine,1
TAS1R1,Primate,1
TAS1R1,Great Ape,1
TAS1R1,Human,1
TAS1R2,Homo-Pan,1
TAS1R2,Haplorhine,1
TAS1R2,Primate,1
TAS1R2,Great Ape,1
TAS1R2,Human,1
TAS1R3,Great Ape,1
TAS1R3,Primate,1
TAS1R3,Homo-Pan,1
TAS1R3,Haplorhine,1
TAS1R3,Human,1
TAS2R1,Haplorhine,0.1323487
TAS2R1,Primate,1
TAS2R1,Great Ape,1
TAS2R1,Human,0.5
TAS2R10,Homo-Pan,0.5
TAS2R10,Primate,1
TAS2R10,Haplorhine,1
TAS2R10,Great Ape,1
TAS2R10,Human,1
TAS2R13,Primate,1
TAS2R13,Haplorhine,1
TAS2R13,Great Ape,0.185472751
TAS2R13,Human,0.21216205
TAS2R14,Homo-Pan,1
TAS2R14,Primate,1
TAS2R14,Haplorhine,1
TAS2R14,Great Ape,1
TAS2R14,Human,1
TAS2R16,Homo-Pan,1
TAS2R16,Primate,1
TAS2R16,Haplorhine,0.5
TAS2R16,Great Ape,1
TAS2R16,Human,1
TAS2R20,Primate,1
TAS2R20,Primate,1
TAS2R20,Primate,0.153415362
TAS2R20,Human,0.5
TAS2R3,Haplorhine,0.091756367
TAS2R3,Primate,1
TAS2R3,Human,1
TAS2R30,Primate,1
TAS2R30,Haplorhine,1
TAS2R30,Human,1
TAS2R38,Homo-Pan,1
TAS2R38,Haplorhine,1
TAS2R38,Primate,1
TAS2R38,Great Ape,1
TAS2R38,Human,0.415433803
TAS2R39,Homo-Pan,1
TAS2R39,Haplorhine,0.244933247
TAS2R39,Primate,1
TAS2R39,Great Ape,0.13173063
TAS2R39,Human,1
TAS2R4,Haplorhine,0.309061758
TAS2R4,Primate,1
TAS2R4,Great Ape,1
TAS2R4,Human,0.290116733
TAS2R40,Haplorhine,0.472655769
TAS2R40,Primate,1
TAS2R40,Human,0.304947339
TAS2R41,Homo-Pan,1
TAS2R41,Haplorhine,0.149350668
TAS2R41,Primate,1
TAS2R41,Human,0.471702374
TAS2R42,Homo-Pan,1
TAS2R42,Haplorhine,1
TAS2R42,Haplorhine,1
TAS2R42,Great Ape,1
TAS2R42,Human,1
TAS2R5,Haplorhine,0.319244655
TAS2R5,Primate,1
TAS2R5,Great Ape,1
TAS2R5,Human,1
TAS2R50,Homo-Pan,1
TAS2R50,Primate,1
TAS2R50,Haplorhine,1
TAS2R50,Great Ape,1
TAS2R50,Human,1
TAS2R60,Homo-Pan,1
TAS2R60,Haplorhine,1
TAS2R60,Primate,1
TAS2R60,Great Ape,1
TAS2R60,Human,0.443704855
TAS2R7,Primate,1
TAS2R7,Primate,1
TAS2R7,Human,1
TAS2R8,Homo-Pan,1
TAS2R8,Primate,1
TAS2R8,Haplorhine,1
TAS2R8,Great Ape,1
TAS2R8,Human,1
TAS2R9,Homo-Pan,1
TAS2R9,Primate,1
TAS2R9,Haplorhine,1
TAS2R9,Great Ape,1
TAS2R9,Human,1
TASOR,Homo-Pan,1
TASOR,Haplorhine,1
TASOR,Primate,1
TASOR,Great Ape,1
TASOR,Human,1
TASOR2,Homo-Pan,1
TASOR2,Haplorhine,0.392259151
TASOR2,Primate,1
TASOR2,Great Ape,1
TASOR2,Human,1
TASP1,Haplorhine,0.5
TASP1,Primate,1
TASP1,Great Ape,1
TASP1,Human,1
TAT,Homo-Pan,1
TAT,Haplorhine,1
TAT,Primate,1
TAT,Great Ape,1
TAT,Human,1
TATDN1,Primate,1
TATDN1,Human,1
TATDN2,Homo-Pan,1
TATDN2,Haplorhine,0.480050449
TATDN2,Primate,1
TATDN2,Great Ape,1
TATDN2,Human,1
TATDN3,Haplorhine,1
TATDN3,Primate,1
TATDN3,Great Ape,1
TATDN3,Human,1
TAX1BP1,Homo-Pan,0.305218966
TAX1BP1,Haplorhine,1
TAX1BP1,Primate,1
TAX1BP1,Great Ape,1
TAX1BP1,Human,1
TAX1BP3,Great Ape,1
TAX1BP3,Primate,1
TAX1BP3,Haplorhine,1
TAX1BP3,Great Ape,1
TAX1BP3,Human,1
TAZ,Homo-Pan,0.321549232
TAZ,Haplorhine,1
TAZ,Primate,1
TAZ,Human,1
TBATA,Homo-Pan,1
TBATA,Haplorhine,1
TBATA,Primate,1
TBATA,Great Ape,1
TBATA,Human,0.441449843
TBC1D1,Homo-Pan,1
TBC1D1,Haplorhine,1
TBC1D1,Primate,1
TBC1D1,Great Ape,1
TBC1D1,Human,1
TBC1D10A,Homo-Pan,1
TBC1D10A,Haplorhine,0.219646867
TBC1D10A,Primate,1
TBC1D10A,Great Ape,1
TBC1D10A,Human,1
TBC1D10B,Homo-Pan,0.302192826
TBC1D10B,Haplorhine,1
TBC1D10B,Primate,1
TBC1D10B,Great Ape,1
TBC1D10B,Human,1
TBC1D10C,Haplorhine,1
TBC1D10C,Primate,1
TBC1D10C,Great Ape,1
TBC1D10C,Human,1
TBC1D12,Homo-Pan,1
TBC1D12,Haplorhine,0.324317216
TBC1D12,Primate,1
TBC1D12,Great Ape,1
TBC1D12,Human,1
TBC1D13,Homo-Pan,1
TBC1D13,Haplorhine,1
TBC1D13,Primate,1
TBC1D13,Human,1
TBC1D14,Homo-Pan,0.302600995
TBC1D14,Haplorhine,1
TBC1D14,Primate,1
TBC1D14,Great Ape,1
TBC1D14,Human,1
TBC1D15,Homo-Pan,0.307799117
TBC1D15,Haplorhine,0.348136912
TBC1D15,Primate,1
TBC1D15,Great Ape,1
TBC1D15,Human,1
TBC1D16,Homo-Pan,1
TBC1D16,Haplorhine,1
TBC1D16,Primate,1
TBC1D16,Great Ape,1
TBC1D16,Human,1
TBC1D17,Haplorhine,1
TBC1D17,Primate,1
TBC1D17,Great Ape,1
TBC1D17,Human,1
TBC1D19,Haplorhine,0.363905241
TBC1D19,Primate,1
TBC1D19,Human,1
TBC1D2,Homo-Pan,1
TBC1D2,Haplorhine,0.44732819
TBC1D2,Primate,1
TBC1D2,Great Ape,1
TBC1D2,Human,1
TBC1D20,Haplorhine,1
TBC1D20,Primate,1
TBC1D20,Great Ape,1
TBC1D20,Human,1
TBC1D21,Haplorhine,0.391516554
TBC1D21,Primate,1
TBC1D21,Human,1
TBC1D22A,Homo-Pan,1
TBC1D22A,Haplorhine,1
TBC1D22A,Primate,1
TBC1D22A,Great Ape,1
TBC1D22A,Human,1
TBC1D22B,Haplorhine,1
TBC1D22B,Primate,1
TBC1D22B,Human,1
TBC1D23,Homo-Pan,1
TBC1D23,Haplorhine,1
TBC1D23,Primate,1
TBC1D23,Great Ape,1
TBC1D23,Human,1
TBC1D24,Haplorhine,0.464523227
TBC1D24,Primate,1
TBC1D24,Great Ape,1
TBC1D24,Human,1
TBC1D25,Homo-Pan,1
TBC1D25,Haplorhine,0.42889218
TBC1D25,Primate,1
TBC1D25,Great Ape,1
TBC1D25,Human,1
TBC1D26,Great Ape,1
TBC1D26,Homo-Pan,1
TBC1D26,Human,1
TBC1D2B,Homo-Pan,1
TBC1D2B,Haplorhine,0.457155061
TBC1D2B,Primate,1
TBC1D2B,Great Ape,0.360459356
TBC1D2B,Human,1
TBC1D30,Homo-Pan,0.382589623
TBC1D30,Haplorhine,0.391917345
TBC1D30,Primate,1
TBC1D30,Human,1
TBC1D31,Homo-Pan,1
TBC1D31,Haplorhine,1
TBC1D31,Primate,1
TBC1D31,Great Ape,1
TBC1D31,Human,1
TBC1D32,Homo-Pan,1
TBC1D32,Haplorhine,0.162563259
TBC1D32,Primate,1
TBC1D32,Great Ape,1
TBC1D32,Human,1
TBC1D4,Homo-Pan,1
TBC1D4,Haplorhine,0.439827578
TBC1D4,Primate,1
TBC1D4,Great Ape,1
TBC1D4,Human,1
TBC1D5,Haplorhine,1
TBC1D5,Primate,1
TBC1D5,Great Ape,1
TBC1D5,Human,1
TBC1D7,Homo-Pan,1
TBC1D7,Haplorhine,0.354206709
TBC1D7,Primate,1
TBC1D7,Human,0.297026502
TBC1D8,Homo-Pan,1
TBC1D8,Haplorhine,0.441906005
TBC1D8,Primate,1
TBC1D8,Great Ape,1
TBC1D8,Human,1
TBC1D8B,Homo-Pan,1
TBC1D8B,Haplorhine,1
TBC1D8B,Primate,1
TBC1D8B,Great Ape,1
TBC1D8B,Human,1
TBC1D9,Homo-Pan,1
TBC1D9,Haplorhine,1
TBC1D9,Primate,1
TBC1D9,Great Ape,1
TBC1D9,Human,1
TBC1D9B,Homo-Pan,1
TBC1D9B,Haplorhine,1
TBC1D9B,Primate,1
TBC1D9B,Great Ape,1
TBC1D9B,Human,1
TBCA,Primate,1
TBCA,Human,1
TBCB,Haplorhine,0.457234795
TBCB,Primate,1
TBCB,Great Ape,1
TBCB,Human,1
TBCC,Homo-Pan,1
TBCC,Haplorhine,0.455554968
TBCC,Primate,1
TBCC,Great Ape,1
TBCC,Human,0.119712416
TBCCD1,Homo-Pan,1
TBCCD1,Haplorhine,1
TBCCD1,Primate,1
TBCCD1,Great Ape,1
TBCCD1,Human,0.478011256
TBCE,Homo-Pan,0.295568559
TBCE,Haplorhine,1
TBCE,Primate,1
TBCE,Great Ape,1
TBCE,Human,1
TBCEL,Homo-Pan,1
TBCEL,Haplorhine,1
TBCEL,Primate,1
TBCEL,Human,1
TBCK,Homo-Pan,1
TBCK,Haplorhine,1
TBCK,Primate,1
TBCK,Great Ape,1
TBCK,Human,1
TBK1,Haplorhine,1
TBK1,Primate,1
TBK1,Great Ape,1
TBK1,Human,1
TBKBP1,Homo-Pan,1
TBKBP1,Haplorhine,1
TBKBP1,Primate,1
TBKBP1,Great Ape,1
TBKBP1,Human,1
TBL1X,Homo-Pan,1
TBL1X,Haplorhine,1
TBL1X,Primate,1
TBL1X,Great Ape,1
TBL1X,Human,1
TBL1XR1,Homo-Pan,1
TBL1XR1,Haplorhine,1
TBL1XR1,Primate,1
TBL1XR1,Great Ape,1
TBL1XR1,Human,1
TBL1Y,Primate,1
TBL1Y,Primate,1
TBL1Y,Primate,1
TBL1Y,Human,1
TBL2,Haplorhine,0.335069215
TBL2,Primate,1
TBL2,Human,1
TBL3,Homo-Pan,1
TBL3,Haplorhine,1
TBL3,Primate,1
TBL3,Great Ape,1
TBL3,Human,1
TBP,Homo-Pan,1
TBP,Haplorhine,1
TBP,Primate,1
TBP,Great Ape,1
TBP,Human,1
TBPL1,Homo-Pan,1
TBPL1,Haplorhine,1
TBPL1,Human,1
TBPL2,Homo-Pan,1
TBPL2,Haplorhine,0.192102433
TBPL2,Primate,1
TBPL2,Great Ape,0.310302562
TBPL2,Human,0.307388892
TBR1,Haplorhine,1
TBR1,Primate,1
TBR1,Great Ape,1
TBR1,Human,1
TBRG1,Haplorhine,1
TBRG1,Primate,0.140579304
TBRG1,Human,1
TBRG4,Homo-Pan,1
TBRG4,Haplorhine,0.403676466
TBRG4,Primate,1
TBRG4,Great Ape,0.181059966
TBRG4,Human,1
TBX1,Homo-Pan,1
TBX1,Haplorhine,1
TBX1,Primate,1
TBX1,Great Ape,1
TBX1,Human,1
TBX10,Homo-Pan,1
TBX10,Haplorhine,1
TBX10,Primate,1
TBX10,Great Ape,1
TBX10,Human,1
TBX15,Homo-Pan,1
TBX15,Haplorhine,1
TBX15,Primate,1
TBX15,Human,1
TBX18,Homo-Pan,1
TBX18,Haplorhine,1
TBX18,Primate,1
TBX18,Great Ape,1
TBX18,Human,1
TBX19,Homo-Pan,1
TBX19,Haplorhine,1
TBX19,Primate,1
TBX19,Human,1
TBX2,Homo-Pan,1
TBX2,Haplorhine,1
TBX2,Primate,1
TBX2,Human,1
TBX20,Homo-Pan,1
TBX20,Haplorhine,1
TBX20,Primate,1
TBX20,Great Ape,1
TBX20,Human,1
TBX21,Homo-Pan,1
TBX21,Haplorhine,1
TBX21,Primate,1
TBX21,Great Ape,1
TBX21,Human,1
TBX3,Haplorhine,1
TBX3,Primate,1
TBX3,Great Ape,1
TBX3,Human,1
TBX4,Homo-Pan,1
TBX4,Haplorhine,1
TBX4,Primate,1
TBX4,Great Ape,1
TBX4,Human,1
TBX5,Haplorhine,1
TBX5,Primate,1
TBX5,Great Ape,1
TBX5,Human,1
TBX6,Haplorhine,1
TBX6,Primate,1
TBX6,Great Ape,1
TBX6,Human,1
TBXA2R,Primate,0.5
TBXA2R,Primate,1
TBXA2R,Human,1
TBXAS1,Homo-Pan,1
TBXAS1,Haplorhine,1
TBXAS1,Primate,1
TBXAS1,Human,1
TBXT,Homo-Pan,1
TBXT,Haplorhine,1
TBXT,Primate,1
TBXT,Human,0.22450201
TC2N,Homo-Pan,0.304241947
TC2N,Haplorhine,1
TC2N,Primate,1
TC2N,Human,0.428126386
TCAF1,Haplorhine,1
TCAF1,Primate,1
TCAF1,Great Ape,1
TCAF1,Human,1
TCAF2,Primate,1
TCAF2,Human,1
TCAIM,Haplorhine,1
TCAIM,Primate,1
TCAIM,Great Ape,1
TCAIM,Human,0.299631392
TCAP,Primate,1
TCAP,Primate,1
TCAP,Primate,1
TCAP,Human,1
TCEA1,Haplorhine,1
TCEA1,Primate,1
TCEA1,Human,1
TCEA2,Homo-Pan,1
TCEA2,Haplorhine,1
TCEA2,Primate,1
TCEA2,Great Ape,1
TCEA2,Human,1
TCEA3,Primate,1
TCEA3,Primate,1
TCEA3,Human,1
TCEAL1,Haplorhine,1
TCEAL1,Primate,1
TCEAL1,Great Ape,1
TCEAL1,Human,1
TCEAL2,Primate,1
TCEAL2,Primate,1
TCEAL2,Human,1
TCEAL4,Haplorhine,0.46258553
TCEAL4,Primate,0.484988919
TCEAL4,Human,1
TCEAL5,Great Ape,1
TCEAL5,Haplorhine,1
TCEAL5,Primate,1
TCEAL5,Great Ape,1
TCEAL5,Human,1
TCEAL8,Haplorhine,1
TCEAL8,Primate,1
TCEAL8,Human,1
TCEAL9,Primate,0.5
TCEAL9,Primate,1
TCEAL9,Human,1
TCEANC,Homo-Pan,1
TCEANC,Haplorhine,1
TCEANC,Primate,1
TCEANC,Great Ape,0.282322588
TCEANC,Human,1
TCEANC2,Haplorhine,1
TCEANC2,Primate,1
TCEANC2,Human,1
TCERG1,Haplorhine,1
TCERG1,Primate,1
TCERG1,Great Ape,1
TCERG1,Human,1
TCERG1L,Homo-Pan,1
TCERG1L,Primate,1
TCERG1L,Haplorhine,1
TCERG1L,Great Ape,1
TCERG1L,Human,1
TCF12,Homo-Pan,1
TCF12,Primate,1
TCF12,Haplorhine,1
TCF12,Great Ape,0.1476558
TCF12,Human,0.092100007
TCF15,Haplorhine,1
TCF15,Primate,1
TCF15,Human,1
TCF19,Primate,0.5
TCF19,Haplorhine,1
TCF19,Human,0.5
TCF20,Homo-Pan,0.444493017
TCF20,Haplorhine,1
TCF20,Primate,1
TCF20,Great Ape,1
TCF20,Human,1
TCF21,Primate,1
TCF21,Human,1
TCF23,Haplorhine,0.401190712
TCF23,Primate,0.343522065
TCF23,Great Ape,1
TCF23,Human,1
TCF24,Primate,1
TCF24,Human,1
